transacao_id,usuario_id,data_transacao,mes_referencia,descricao_original,descricao_normalizada,valor,tipo,categoria,subcategoria,estabelecimento,forma_pagamento,parcelas,recorrente,canal,estado,cidade,split,fonte
TX000081635,USR000722,2025-07-01,2025-07,PREVIDENCIA PRIVADA,previdencia privada,134.55,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,DF,Brasilia,TRAIN,SINTETICO
TX000081741,USR000723,2025-07-01,2025-07,Cemi 415,cemi 415,489.03,DESPESA,MORADIA,ENERGIA,Cemig,CARTAO_DEBITO,1,1,APP,DF,Brasilia,TRAIN,SINTETICO
TX000082203,USR000727,2025-07-01,2025-07,DEB Ultragaz,deb ultragaz,599.0,DESPESA,MORADIA,GAS,Ultragaz,PIX,1,1,WEB,SC,Joinville,TRAIN,SINTETICO
TX000082214,USR000727,2025-07-01,2025-07,Previdencia Priva 712,previdencia priva 712,145.12,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,SC,Joinville,TRAIN,SINTETICO
TX000082424,USR000729,2025-07-01,2025-07,CLARO-MOVEL TELE,claro movel tele,248.87,DESPESA,SERVICOS,TELEFONIA,Claro Movel,PIX,1,0,POS,BA,Feira de Santana,TRAIN,SINTETICO
TX000082430,USR000729,2025-07-01,2025-07,Folha de Pagamento,folha de pagamento,6569.33,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,BA,Feira de Santana,TRAIN,SINTETICO
TX000083101,USR000735,2025-07-01,2025-07,AZUL SEGUROS,azul seguros,5.99,DESPESA,SERVICOS,SEGURO,Azul Seguros,PIX,1,1,ATM,PR,Maringa,VALIDATION,SINTETICO
TX000083434,USR000738,2025-07-01,2025-07,Ingresso.com MG,ingresso com mg,1436.73,DESPESA,LAZER,EVENTOS,Ingresso.com,BOLETO,1,0,POS,PR,Curitiba,TEST,SINTETICO
TX000083553,USR000739,2025-07-01,2025-07,PREVIDENCIA PRIVADA,previdencia privada,119.3,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,SC,Blumenau,TEST,SINTETICO
TX000083677,USR000740,2025-07-01,2025-07,DEB Faculdade 9697,deb faculdade 9697,506.4,DESPESA,EDUCACAO,MENSALIDADE,Faculdade,BOLETO,1,1,POS,ES,Vitoria,TRAIN,SINTETICO
TX000083775,USR000741,2025-07-01,2025-07,AMIL,amil,4576.96,DESPESA,SAUDE,PLANO_SAUDE,Amil,DEBITO_AUTOMATICO,1,1,POS,PE,Recife,TRAIN,SINTETICO
TX000083777,USR000741,2025-07-01,2025-07,Folha*de*Pagamento,folha de pagamento,14026.93,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,PE,Recife,TRAIN,SINTETICO
TX000083992,USR000743,2025-07-01,2025-07,IFOOD,ifood,144.13,DESPESA,ALIMENTACAO,RESTAURANTE,iFood,BOLETO,1,0,WEB,DF,Brasilia,TRAIN,SINTETICO
TX000083996,USR000743,2025-07-01,2025-07,STARBUCKS,starbucks,114.94,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,BOLETO,1,0,DEBITO_AUTOMATICO,DF,Brasilia,TRAIN,SINTETICO
TX000084215,USR000745,2025-07-01,2025-07,PGTO 99 App LTDA,pgto 99 app ltda,505.63,DESPESA,TRANSPORTE,APLICATIVO,99 App,CARTAO_CREDITO,1,0,ATM,DF,Brasilia,TRAIN,SINTETICO
TX000084472,USR000747,2025-07-01,2025-07,PAGUE-MENOS,pague menos,339.73,DESPESA,SAUDE,FARMACIA,Pague Menos,PIX,10,0,DEBITO_AUTOMATICO,DF,Brasilia,TRAIN,SINTETICO
TX000085144,USR000753,2025-07-01,2025-07,Cafeteria Bras 386,cafeteria bras 386,139.77,DESPESA,ALIMENTACAO,CAFETERIA,Cafeteria Brasil,CARTAO_DEBITO,1,0,DEBITO_AUTOMATICO,RS,Caxias do Sul,TRAIN,SINTETICO
TX000085362,USR000755,2025-07-01,2025-07,Enel,enel,896.2,DESPESA,MORADIA,ENERGIA,Enel,CARTAO_CREDITO,1,1,WEB,BA,Feira de Santana,VALIDATION,SINTETICO
TX000085583,USR000757,2025-07-01,2025-07,Folha de Pagamento,folha de pagamento,2975.22,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,ES,Vila Velha,TEST,SINTETICO
TX000085830,USR000759,2025-07-01,2025-07,Anuid 258,anuid 258,428.22,DESPESA,OUTROS,TAXA,Anuidade,CARTAO_CREDITO,1,0,POS,SP,Sao Paulo,TEST,SINTETICO
TX000086170,USR000762,2025-07-01,2025-07,INGRESSO.COM,ingresso com,843.49,DESPESA,LAZER,EVENTOS,Ingresso.com,PIX,1,0,DEBITO_AUTOMATICO,CE,Juazeiro do Norte,TRAIN,SINTETICO
TX000088019,USR000779,2025-07-01,2025-07,DEB Sympla 2150,deb sympla 2150,407.81,DESPESA,LAZER,EVENTOS,Sympla,PIX,1,0,DEBITO_AUTOMATICO,PE,Recife,TEST,SINTETICO
TX000088020,USR000779,2025-07-01,2025-07,CREDITO-SALARIO,credito salario,4396.97,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,PE,Recife,TEST,SINTETICO
TX000088478,USR000783,2025-07-01,2025-07,Salario*Empresa,salario empresa,2670.26,RECEITA,RENDA,SALARIO,Salario Empresa,CREDITO_CONTA,1,1,DEPOSITO,PR,Maringa,TRAIN,SINTETICO
TX000089183,USR000789,2025-07-01,2025-07,PAGAMENTO FREELANCE FREE,pagamento freelance free,541.34,RECEITA,RENDA,FREELANCE,Pagamento Freelance,PIX,1,0,APP,RS,Porto Alegre,TRAIN,SINTETICO
TX000090431,USR000800,2025-07-01,2025-07,Administradora Condomin 900,administradora condomin 900,112.43,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,DEBITO_AUTOMATICO,1,1,WEB,PE,Recife,TRAIN,SINTETICO
TX000090434,USR000800,2025-07-01,2025-07,COMPRA Plano PGBL 0400,compra plano pgbl 0400,140.84,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,0,APP,PE,Recife,TRAIN,SINTETICO
TX000090990,USR000805,2025-07-01,2025-07,RESTAURANTE-SABOR-CASEIRO,restaurante sabor caseiro,375.89,DESPESA,ALIMENTACAO,RESTAURANTE,Restaurante Sabor Caseiro,CARTAO_DEBITO,1,0,WEB,PE,Olinda,TRAIN,SINTETICO
TX000091096,USR000806,2025-07-01,2025-07,Conta de Energi 818,conta de energi 818,365.5,DESPESA,MORADIA,ENERGIA,Conta de Energia,CARTAO_CREDITO,1,1,ATM,GO,Anapolis,TRAIN,SINTETICO
TX000091978,USR000814,2025-07-01,2025-07,Ingresso.com,ingresso com,79.99,DESPESA,LAZER,EVENTOS,Ingresso.com,DEBITO_AUTOMATICO,1,0,DEBITO_AUTOMATICO,PE,Jaboatao,VALIDATION,SINTETICO
TX000092208,USR000816,2025-07-01,2025-07,VIVO-FIBRA,vivo fibra,647.3,DESPESA,SERVICOS,INTERNET,Vivo Fibra,CARTAO_DEBITO,1,1,WEB,SP,Sao Paulo,VALIDATION,SINTETICO
TX000093244,USR000825,2025-07-01,2025-07,PGTO Administradora Condominial,pgto administradora condominial,804.37,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,CARTAO_CREDITO,1,0,ATM,ES,Cariacica,TRAIN,SINTETICO
TX000093899,USR000831,2025-07-01,2025-07,Tesouro*Direto,tesouro direto,1025.36,INVESTIMENTO,INVESTIMENTOS,RENDA_FIXA,Tesouro Direto,DEBITO_CONTA,1,1,APP,MG,Juiz de Fora,TRAIN,SINTETICO
TX000094707,USR000838,2025-07-01,2025-07,MICROSOFT-365,microsoft 365,657.01,DESPESA,SERVICOS,ASSINATURA,Microsoft 365,CARTAO_CREDITO,1,1,POS,RS,Porto Alegre,TEST,SINTETICO
TX000094708,USR000838,2025-07-01,2025-07,PADARIA CENTRAL REST,padaria central rest,433.6,DESPESA,ALIMENTACAO,RESTAURANTE,Padaria Central,PIX,1,0,WEB,RS,Porto Alegre,TEST,SINTETICO
TX000095320,USR000843,2025-07-01,2025-07,Azul*Seguros,azul seguros,32.44,DESPESA,SERVICOS,SEGURO,Azul Seguros,PIX,1,1,DEBITO_AUTOMATICO,SP,Campinas,TRAIN,SINTETICO
TX000095440,USR000844,2025-07-01,2025-07,Aplicacao*CDB,aplicacao cdb,275.05,INVESTIMENTO,INVESTIMENTOS,RENDA_FIXA,Aplicacao CDB,DEBITO_CONTA,1,1,APP,PE,Jaboatao,TRAIN,SINTETICO
TX000095647,USR000846,2025-07-01,2025-07,Starbuck 898,starbuck 898,1726.93,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_DEBITO,1,0,DEBITO_AUTOMATICO,MG,Uberlandia,TRAIN,SINTETICO
TX000095751,USR000847,2025-07-01,2025-07,EDP ENER,edp ener,862.87,DESPESA,MORADIA,ENERGIA,EDP,CARTAO_CREDITO,1,1,APP,BA,Feira de Santana,TRAIN,SINTETICO
TX000095867,USR000848,2025-07-01,2025-07,CREDITO SALARIO,credito salario,4616.59,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,DF,Brasilia,TRAIN,SINTETICO
TX000096095,USR000850,2025-07-01,2025-07,Folha*de*Pagamento,folha de pagamento,5597.43,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,CE,Fortaleza,TRAIN,SINTETICO
TX000097228,USR000860,2025-07-01,2025-07,Plano PG 859,plano pg 859,646.04,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,1,APP,SC,Blumenau,TRAIN,SINTETICO
TX000097579,USR000863,2025-07-01,2025-07,COMPRA Google One 6662,compra google one 6662,1027.07,DESPESA,SERVICOS,ASSINATURA,Google One,CARTAO_CREDITO,1,0,ATM,PR,Maringa,TRAIN,SINTETICO
TX000097584,USR000863,2025-07-01,2025-07,Imobiliaria Central,imobiliaria central,86.58,DESPESA,MORADIA,ALUGUEL,Imobiliaria Central,CARTAO_DEBITO,1,1,DEBITO_AUTOMATICO,PR,Maringa,TRAIN,SINTETICO
TX000097589,USR000863,2025-07-01,2025-07,PGTO Credito Salario LTDA,pgto credito salario ltda,11885.4,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,PR,Maringa,TRAIN,SINTETICO
TX000098013,USR000867,2025-07-01,2025-07,PIX Conta de Agua SP,pix conta de agua sp,252.06,DESPESA,MORADIA,AGUA,Conta de Agua,BOLETO,1,0,WEB,GO,Aparecida de Goiania,TRAIN,SINTETICO
TX000098467,USR000871,2025-07-01,2025-07,Previdencia Privada,previdencia privada,384.88,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,0,APP,RS,Porto Alegre,TRAIN,SINTETICO
TX000098691,USR000873,2025-07-01,2025-07,99*4pp APLI,99 4pp apli,169.33,DESPESA,TRANSPORTE,APLICATIVO,99 App,PIX,1,0,DEBITO_AUTOMATICO,SP,Santos,TRAIN,SINTETICO
TX000098813,USR000874,2025-07-01,2025-07,Previdencia Privada 547,previdencia privada 547,12.85,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,0,APP,PR,Maringa,VALIDATION,SINTETICO
TX000099146,USR000877,2025-07-01,2025-07,PADARIA-CENTRAL,padaria central,638.73,DESPESA,ALIMENTACAO,RESTAURANTE,Padaria Central,CARTAO_CREDITO,1,0,APP,RJ,Niteroi,TEST,SINTETICO
TX000100052,USR000885,2025-07-01,2025-07,SANEAMENTO MUNICIPAL,saneamento municipal,409.23,DESPESA,MORADIA,AGUA,Saneamento Municipal,CARTAO_DEBITO,1,1,DEBITO_AUTOMATICO,DF,Brasilia,TRAIN,SINTETICO
TX000100753,USR000891,2025-07-01,2025-07,PIX Havan LTDA,pix havan ltda,189.29,DESPESA,COMPRAS,CASA,Havan,CARTAO_DEBITO,1,0,ATM,BA,Salvador,TRAIN,SINTETICO
TX000101925,USR000901,2025-07-01,2025-07,DEB Casa do Pao de Queijo,deb casa do pao de queijo,1550.48,DESPESA,ALIMENTACAO,CAFETERIA,Casa do Pao de Queijo,CARTAO_DEBITO,1,0,DEBITO_AUTOMATICO,GO,Goiania,TRAIN,SINTETICO
TX000102269,USR000904,2025-07-01,2025-07,Metr 327,metr 327,1256.65,DESPESA,TRANSPORTE,TRANSPORTE_PUBLICO,Metro,PIX,1,0,WEB,RS,Caxias do Sul,TRAIN,SINTETICO
TX000103170,USR000912,2025-07-01,2025-07,LAVA JATO PREMIUM,lava jato premium,679.81,DESPESA,TRANSPORTE,MANUTENCAO_VEICULO,Lava Jato Premium,CARTAO_CREDITO,1,0,APP,SC,Florianopolis,TRAIN,SINTETICO
TX000103640,USR000916,2025-07-01,2025-07,Credito Salario SP,credito salario sp,7168.91,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,PR,Curitiba,VALIDATION,SINTETICO
TX000103989,USR000919,2025-07-01,2025-07,Cafeteria*Brasil,cafeteria brasil,187.29,DESPESA,ALIMENTACAO,CAFETERIA,Cafeteria Brasil,DEBITO_AUTOMATICO,1,0,APP,BA,Salvador,TEST,SINTETICO
TX000104533,USR000924,2025-07-01,2025-07,Natura,natura,142.98,DESPESA,COMPRAS,BELEZA,Natura,CARTAO_DEBITO,1,0,ATM,MG,Belo Horizonte,TRAIN,SINTETICO
TX000104865,USR000927,2025-07-01,2025-07,Administradora*Condominial,administradora condominial,877.68,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,PIX,1,1,APP,ES,Vitoria,TRAIN,SINTETICO
TX000105073,USR000929,2025-07-01,2025-07,Tokio Marin 647,tokio marin 647,141.48,DESPESA,SERVICOS,SEGURO,Tokio Marine,PIX,1,1,DEBITO_AUTOMATICO,SC,Blumenau,TRAIN,SINTETICO
TX000105077,USR000929,2025-07-01,2025-07,APLICACAO FUNDO,aplicacao fundo,315.81,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,SC,Blumenau,TRAIN,SINTETICO
TX000105736,USR000935,2025-07-01,2025-07,Enel 895,enel 895,173.72,DESPESA,MORADIA,ENERGIA,Enel,PIX,1,1,DEBITO_AUTOMATICO,SC,Blumenau,VALIDATION,SINTETICO
TX000106059,USR000938,2025-07-01,2025-07,Folha*de*Pagamento,folha de pagamento,5340.17,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,PE,Recife,TEST,SINTETICO
TX000106173,USR000939,2025-07-01,2025-07,Dropbox ASSI,dropbox assi,194.34,DESPESA,SERVICOS,ASSINATURA,Dropbox,CARTAO_CREDITO,1,1,APP,SC,Blumenau,TEST,SINTETICO
TX000106394,USR000941,2025-07-01,2025-07,Hotel Urbano 810,hotel urbano 810,61.15,DESPESA,LAZER,VIAGEM,Hotel Urbano,CARTAO_CREDITO,1,0,WEB,RS,Caxias do Sul,TRAIN,SINTETICO
TX000106870,USR000945,2025-07-01,2025-07,ASSAI-ATACADISTA,assai atacadista,29.45,DESPESA,ALIMENTACAO,SUPERMERCADO,Assai Atacadista,DEBITO_AUTOMATICO,1,0,POS,BA,Feira de Santana,TRAIN,SINTETICO
TX000107077,USR000947,2025-07-01,2025-07,TIM*Ultrafibra,tim ultrafibra,670.82,DESPESA,SERVICOS,INTERNET,TIM Ultrafibra,CARTAO_DEBITO,1,1,ATM,PR,Maringa,TRAIN,SINTETICO
TX000107080,USR000947,2025-07-01,2025-07,DEB Aplicacao Fundo LTDA,deb aplicacao fundo ltda,576.24,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,PR,Maringa,TRAIN,SINTETICO
TX000108084,USR000956,2025-07-01,2025-07,Plano*PGBL PREV,plano pgbl prev,345.22,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,1,APP,DF,Brasilia,VALIDATION,SINTETICO
TX000108550,USR000960,2025-07-01,2025-07,Oi*Fibra,oi fibra,7.01,DESPESA,SERVICOS,INTERNET,Oi Fibra,CARTAO_CREDITO,1,1,ATM,CE,Fortaleza,TRAIN,SINTETICO
TX000108672,USR000961,2025-07-01,2025-07,DEB Credito Salario SP,deb credito salario sp,15735.02,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,SC,Joinville,TRAIN,SINTETICO
TX000109115,USR000965,2025-07-01,2025-07,Carrefour,carrefour,682.76,DESPESA,ALIMENTACAO,SUPERMERCADO,Carrefour,CARTAO_DEBITO,1,0,DEBITO_AUTOMATICO,PE,Recife,TRAIN,SINTETICO
TX000109119,USR000965,2025-07-01,2025-07,FOLHA DE PAGAMENTO,folha de pagamento,5150.45,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,PE,Recife,TRAIN,SINTETICO
TX000109227,USR000966,2025-07-01,2025-07,CREDITO S4LARIO,credito s4lario,1949.73,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,RJ,Duque de Caxias,TRAIN,SINTETICO
TX000110132,USR000974,2025-07-01,2025-07,COMPRA Locador Residencial 3966,compra locador residencial 3966,2729.58,DESPESA,MORADIA,ALUGUEL,Locador Residencial,CARTAO_CREDITO,1,1,WEB,GO,Aparecida de Goiania,VALIDATION,SINTETICO
TX000111397,USR000985,2025-07-01,2025-07,LCI*Investimento REND,lci investimento rend,442.92,INVESTIMENTO,INVESTIMENTOS,RENDA_FIXA,LCI Investimento,DEBITO_CONTA,1,0,APP,RJ,Duque de Caxias,TRAIN,SINTETICO
TX000111847,USR000989,2025-07-01,2025-07,FATURA-INTER CART,fatura inter cart,240.33,DESPESA,DIVIDAS,CARTAO,Fatura Inter,DEBITO_AUTOMATICO,1,1,APP,GO,Goiania,TRAIN,SINTETICO
TX000111966,USR000990,2025-07-01,2025-07,Aplicacao Fundo,aplicacao fundo,234.53,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,ES,Vila Velha,TRAIN,SINTETICO
TX000112060,USR000991,2025-07-01,2025-07,Enel,enel,686.16,DESPESA,MORADIA,ENERGIA,Enel,BOLETO,1,0,APP,ES,Vitoria,TRAIN,SINTETICO
TX000112064,USR000991,2025-07-01,2025-07,Folha*de*Pagamento SALA,folha de pagamento sala,2978.24,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,ES,Vitoria,TRAIN,SINTETICO
TX000112499,USR000995,2025-07-01,2025-07,LANC TIM Ultrafibra BR,lanc tim ultrafibra br,197.88,DESPESA,SERVICOS,INTERNET,TIM Ultrafibra,BOLETO,1,1,POS,GO,Goiania,VALIDATION,SINTETICO
TX000112724,USR000997,2025-07-01,2025-07,PIX Claro Movel SP,pix claro movel sp,590.72,DESPESA,SERVICOS,TELEFONIA,Claro Movel,CARTAO_DEBITO,1,0,DEBITO_AUTOMATICO,MG,Belo Horizonte,TEST,SINTETICO
TX000112727,USR000997,2025-07-01,2025-07,C&A,c a,2044.51,DESPESA,COMPRAS,ROUPAS,C&A,CARTAO_CREDITO,4,0,POS,MG,Belo Horizonte,TEST,SINTETICO
TX000113039,USR001000,2025-07-01,2025-07,Aplicacao Fund 124,aplicacao fund 124,789.62,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,RS,Porto Alegre,TRAIN,SINTETICO
TX000113144,USR001001,2025-07-01,2025-07,STARBUCKS,starbucks,53.89,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,PIX,1,1,POS,RJ,Rio de Janeiro,TRAIN,SINTETICO
TX000113358,USR001003,2025-07-01,2025-07,Condominio Residencial,condominio residencial,63.41,DESPESA,MORADIA,CONDOMINIO,Condominio Residencial,PIX,1,1,WEB,BA,Feira de Santana,TRAIN,SINTETICO
TX000113367,USR001003,2025-07-01,2025-07,Pague Menos,pague menos,28.22,DESPESA,SAUDE,FARMACIA,Pague Menos,CARTAO_CREDITO,1,0,ATM,BA,Feira de Santana,TRAIN,SINTETICO
TX000113810,USR001007,2025-07-01,2025-07,Padaria*Central,padaria central,54.9,DESPESA,ALIMENTACAO,RESTAURANTE,Padaria Central,CARTAO_CREDITO,1,0,APP,PR,Curitiba,TRAIN,SINTETICO
TX000114036,USR001009,2025-07-01,2025-07,OUTBACK,outback,483.97,DESPESA,ALIMENTACAO,RESTAURANTE,Outback,CARTAO_CREDITO,1,0,ATM,GO,Aparecida de Goiania,TRAIN,SINTETICO
TX000114392,USR001012,2025-07-01,2025-07,Padaria Centra 261,padaria centra 261,62.2,DESPESA,ALIMENTACAO,RESTAURANTE,Padaria Central,PIX,1,0,ATM,PR,Curitiba,TRAIN,SINTETICO
TX000114503,USR001013,2025-07-01,2025-07,Parcela Financiamento,parcela financiamento,166.25,DESPESA,DIVIDAS,FINANCIAMENTO,Parcela Financiamento,PIX,1,1,ATM,GO,Goiania,TRAIN,SINTETICO
TX000115313,USR001020,2025-07-01,2025-07,DEB Credito Salario CE,deb credito salario ce,5079.96,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,MG,Belo Horizonte,TRAIN,SINTETICO
TX000115772,USR001024,2025-07-01,2025-07,METRO,metro,394.47,DESPESA,TRANSPORTE,TRANSPORTE_PUBLICO,Metro,CARTAO_CREDITO,1,0,DEBITO_AUTOMATICO,PE,Olinda,TRAIN,SINTETICO
TX000115995,USR001026,2025-07-01,2025-07,Claro Interne 297,claro interne 297,1503.26,DESPESA,SERVICOS,INTERNET,Claro Internet,CARTAO_DEBITO,1,1,DEBITO_AUTOMATICO,MG,Juiz de Fora,TRAIN,SINTETICO
TX000116467,USR001030,2025-07-01,2025-07,IFOOD,ifood,484.92,DESPESA,ALIMENTACAO,RESTAURANTE,iFood,PIX,1,0,POS,PE,Olinda,TRAIN,SINTETICO
TX000117131,USR001036,2025-07-01,2025-07,Vivo Movel LTDA,vivo movel ltda,395.45,DESPESA,SERVICOS,TELEFONIA,Vivo Movel,BOLETO,1,1,APP,SP,Campinas,VALIDATION,SINTETICO
TX000117467,USR001039,2025-07-01,2025-07,GOOGLE ONE,google one,21.71,DESPESA,SERVICOS,ASSINATURA,Google One,DEBITO_AUTOMATICO,1,0,WEB,SC,Joinville,TEST,SINTETICO
TX000117907,USR001043,2025-07-01,2025-07,RESTITUICAO,restituicao,289.35,RECEITA,RENDA,REEMBOLSO,Restituicao,PIX,1,0,APP,SC,Joinville,TRAIN,SINTETICO
TX000118030,USR001044,2025-07-01,2025-07,PIX Doacao Instituicao LTDA,pix doacao instituicao ltda,381.46,DESPESA,OUTROS,DOACAO,Doacao Instituicao,CARTAO_DEBITO,1,0,ATM,DF,Brasilia,TRAIN,SINTETICO
TX000118035,USR001044,2025-07-01,2025-07,PAG Credito Salario BR,pag credito salario br,4603.06,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,DF,Brasilia,TRAIN,SINTETICO
TX000118147,USR001045,2025-07-01,2025-07,CASA DO PAO DE QUEIJO,casa do pao de queijo,1983.61,DESPESA,ALIMENTACAO,CAFETERIA,Casa do Pao de Queijo,CARTAO_CREDITO,1,0,WEB,BA,Feira de Santana,TRAIN,SINTETICO
TX000118148,USR001045,2025-07-01,2025-07,Credito*Salario,credito salario,4984.51,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,BA,Feira de Santana,TRAIN,SINTETICO
TX000119125,USR001054,2025-07-01,2025-07,Starbucks,starbucks,107.5,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,APP,SP,Campinas,VALIDATION,SINTETICO
TX000119452,USR001057,2025-07-01,2025-07,99 App,99 app,1074.07,DESPESA,TRANSPORTE,APLICATIVO,99 App,PIX,1,0,DEBITO_AUTOMATICO,BA,Vitoria da Conquista,TEST,SINTETICO
TX000120169,USR001063,2025-07-01,2025-07,Fundo de Investimento,fundo de investimento,395.91,INVESTIMENTO,INVESTIMENTOS,FUNDO,Fundo de Investimento,DEBITO_CONTA,1,1,APP,BA,Vitoria da Conquista,TRAIN,SINTETICO
TX000120399,USR001065,2025-07-01,2025-07,ATACADAO,atacadao,147.09,DESPESA,ALIMENTACAO,SUPERMERCADO,Atacadao,CARTAO_DEBITO,1,0,APP,ES,Vitoria,TRAIN,SINTETICO
TX000120732,USR001068,2025-07-01,2025-07,Enel,enel,640.03,DESPESA,MORADIA,ENERGIA,Enel,CARTAO_DEBITO,1,1,ATM,DF,Brasilia,TRAIN,SINTETICO
TX000120734,USR001068,2025-07-01,2025-07,LANC Administradora Condominial LTDA,lanc administradora condominial ltda,371.56,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,PIX,1,1,ATM,DF,Brasilia,TRAIN,SINTETICO
TX000120735,USR001068,2025-07-01,2025-07,Pneus Cente 861,pneus cente 861,193.92,DESPESA,TRANSPORTE,MANUTENCAO_VEICULO,Pneus Center,DEBITO_AUTOMATICO,1,0,WEB,DF,Brasilia,TRAIN,SINTETICO
TX000120737,USR001068,2025-07-01,2025-07,DEB Casa do Pao de Queijo,deb casa do pao de queijo,398.53,DESPESA,ALIMENTACAO,CAFETERIA,Casa do Pao de Queijo,CARTAO_CREDITO,1,0,POS,DF,Brasilia,TRAIN,SINTETICO
TX000120853,USR001069,2025-07-01,2025-07,Previdencia Priva 57,previdencia priva 57,169.75,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,PR,Maringa,TRAIN,SINTETICO
TX000121087,USR001071,2025-07-01,2025-07,Casas Bahia,casas bahia,219.64,DESPESA,COMPRAS,ELETRONICOS,Casas Bahia,PIX,10,1,WEB,RS,Pelotas,TRAIN,SINTETICO
TX000121308,USR001073,2025-07-01,2025-07,PREVIDENCIA-PRIVADA,previdencia privada,1742.48,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,CE,Juazeiro do Norte,TRAIN,SINTETICO
TX000121414,USR001074,2025-07-01,2025-07,Drop 645,drop 645,197.84,DESPESA,SERVICOS,ASSINATURA,Dropbox,BOLETO,1,1,DEBITO_AUTOMATICO,RS,Caxias do Sul,VALIDATION,SINTETICO
TX000121639,USR001076,2025-07-01,2025-07,Salario Empresa,salario empresa,5538.21,RECEITA,RENDA,SALARIO,Salario Empresa,CREDITO_CONTA,1,1,DEPOSITO,RJ,Niteroi,VALIDATION,SINTETICO
TX000121751,USR001077,2025-07-01,2025-07,DEB Metro 1602,deb metro 1602,562.66,DESPESA,TRANSPORTE,TRANSPORTE_PUBLICO,Metro,CARTAO_DEBITO,1,0,ATM,RS,Pelotas,TEST,SINTETICO
TX000121859,USR001078,2025-07-01,2025-07,Mercado Sao J 973,mercado sao j 973,585.32,DESPESA,ALIMENTACAO,SUPERMERCADO,Mercado Sao Jose,DINHEIRO,1,0,ATM,PE,Recife,TEST,SINTETICO
TX000121959,USR001079,2025-07-01,2025-07,Administradora Condominial,administradora condominial,140.66,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,CARTAO_DEBITO,1,1,WEB,RJ,Niteroi,TEST,SINTETICO
