description,amount,date,type,payment_method,recurrent
Viagem e hospedagem,2134.36,2025-06-30,EXPENSE,BANK_TRANSFER,False
Venda de produto,713.48,2025-06-30,INCOME,PIX,False
Pet shop,282.56,2025-07-01,EXPENSE,BANK_TRANSFER,False
Aplicativo de transporte,70.36,2025-07-01,EXPENSE,BANK_TRANSFER,False
Padaria,48.58,2025-07-01,EXPENSE,CREDIT_CARD,False
Plano de celular,147.81,2025-07-01,EXPENSE,PIX,False
Padaria,51.2,2025-07-01,EXPENSE,BANK_TRANSFER,False
Estacionamento,49.55,2025-07-01,EXPENSE,BOLETO,False
Passagem aerea,2158.92,2025-07-01,EXPENSE,CREDIT_CARD,False
Passagem aerea,1721.64,2025-07-01,EXPENSE,CASH,False
Conta de energia,230.51,2025-07-01,EXPENSE,CREDIT_CARD,False
Passagem aerea,916.29,2025-07-01,EXPENSE,BOLETO,False
Loja de roupas,485.46,2025-07-02,EXPENSE,CREDIT_CARD,False
Farmacia,95.66,2025-07-02,EXPENSE,BANK_TRANSFER,False
Doacao,210.98,2025-07-02,EXPENSE,CREDIT_CARD,False
Bonus profissional,4036.72,2025-07-02,INCOME,BANK_TRANSFER,False
Padaria,44.79,2025-07-02,EXPENSE,CREDIT_CARD,False
Supermercado,606.62,2025-07-02,EXPENSE,BANK_TRANSFER,False
Salario mensal,10785.63,2025-07-02,INCOME,PIX,True
Academia,199.42,2025-07-02,EXPENSE,BANK_TRANSFER,True
Transferencia recebida,2155.06,2025-07-02,INCOME,PIX,False
Rendimento de investimento,122.43,2025-07-02,INCOME,BANK_TRANSFER,True
Condominio,564.89,2025-07-02,EXPENSE,BANK_TRANSFER,False
Streaming,52.3,2025-07-03,EXPENSE,BANK_TRANSFER,True
Supermercado,559.96,2025-07-03,EXPENSE,DEBIT_CARD,False
Estacionamento,53.6,2025-07-03,EXPENSE,BOLETO,False
Impostos e taxas,1153.68,2025-07-03,EXPENSE,BANK_TRANSFER,False
Eletronicos,1622.52,2025-07-03,EXPENSE,DEBIT_CARD,False
Condominio,466.66,2025-07-03,EXPENSE,PIX,True
Curso online,100.89,2025-07-03,EXPENSE,CREDIT_CARD,False
Eletronicos,966.19,2025-07-03,EXPENSE,BOLETO,False
Plano de celular,152.92,2025-07-03,EXPENSE,BOLETO,True
Aluguel residencial,2206.96,2025-07-03,EXPENSE,DEBIT_CARD,False
Aplicativo de transporte,30.61,2025-07-03,EXPENSE,CASH,False
Delivery de comida,110.97,2025-07-04,EXPENSE,BANK_TRANSFER,False
Internet residencial,94.4,2025-07-04,EXPENSE,BANK_TRANSFER,False
Reembolso empresarial,616.53,2025-07-04,INCOME,PIX,False
Plano de saude,462.56,2025-07-04,EXPENSE,CASH,True
Reembolso empresarial,303.16,2025-07-04,INCOME,PIX,False
Livraria,74.94,2025-07-04,EXPENSE,PIX,False
Loja de roupas,328.53,2025-07-04,EXPENSE,DEBIT_CARD,False
Estacionamento,32.77,2025-07-04,EXPENSE,DEBIT_CARD,False
Streaming,50.87,2025-07-04,EXPENSE,DEBIT_CARD,False
Veterinario,320.94,2025-07-04,EXPENSE,CASH,False
Streaming,53.89,2025-07-04,EXPENSE,BANK_TRANSFER,True
Cinema e lazer,89.43,2025-07-04,EXPENSE,BANK_TRANSFER,False
Seguro do veiculo,343.19,2025-07-04,EXPENSE,DEBIT_CARD,True
Impostos e taxas,669.69,2025-07-04,EXPENSE,PIX,False
Pet shop,105.43,2025-07-04,EXPENSE,PIX,False
Conta de agua,93.46,2025-07-04,EXPENSE,CASH,False
Plano de saude,490.04,2025-07-04,EXPENSE,DEBIT_CARD,True
Estacionamento,43.13,2025-07-04,EXPENSE,DEBIT_CARD,False
Supermercado,498.72,2025-07-04,EXPENSE,BANK_TRANSFER,False
Restituicao de imposto,1028.13,2025-07-05,INCOME,BANK_TRANSFER,False
Curso online,361.19,2025-07-05,EXPENSE,CASH,False
Venda de produto,1003.57,2025-07-05,INCOME,BANK_TRANSFER,False
Viagem e hospedagem,2185.08,2025-07-05,EXPENSE,BANK_TRANSFER,False
Delivery de comida,105.61,2025-07-05,EXPENSE,DEBIT_CARD,False
Rendimento de investimento,334.54,2025-07-05,INCOME,BANK_TRANSFER,True
Aluguel residencial,2132.56,2025-07-05,EXPENSE,PIX,True
Combustivel,115.3,2025-07-05,EXPENSE,CASH,False
Impostos e taxas,1526.66,2025-07-05,EXPENSE,BANK_TRANSFER,False
Curso online,534.64,2025-07-06,EXPENSE,CASH,False
Plano de saude,887.84,2025-07-06,EXPENSE,CASH,True
Veterinario,400.57,2025-07-06,EXPENSE,CASH,False
Restituicao de imposto,1964.29,2025-07-06,INCOME,PIX,False
Aluguel recebido,2327.41,2025-07-06,INCOME,PIX,True
Seguro do veiculo,233.68,2025-07-06,EXPENSE,DEBIT_CARD,True
Cinema e lazer,76.53,2025-07-06,EXPENSE,CREDIT_CARD,False
Padaria,19.6,2025-07-06,EXPENSE,PIX,False
Farmacia,133.11,2025-07-06,EXPENSE,BANK_TRANSFER,False
Veterinario,664.51,2025-07-07,EXPENSE,DEBIT_CARD,False
Dividendos,258.66,2025-07-07,INCOME,BANK_TRANSFER,True
Manutencao do veiculo,1291.29,2025-07-07,EXPENSE,CREDIT_CARD,False
Condominio,551.61,2025-07-07,EXPENSE,CASH,True
Supermercado,185.7,2025-07-07,EXPENSE,BOLETO,False
Delivery de comida,131.01,2025-07-07,EXPENSE,CASH,False
Manutencao do veiculo,825.18,2025-07-07,EXPENSE,DEBIT_CARD,False
Impostos e taxas,900.62,2025-07-07,EXPENSE,PIX,False
Loja de roupas,572.32,2025-07-07,EXPENSE,BOLETO,False
Reembolso empresarial,700.98,2025-07-07,INCOME,PIX,False
Veterinario,190.27,2025-07-07,EXPENSE,BANK_TRANSFER,False
Transferencia recebida,740.52,2025-07-08,INCOME,BANK_TRANSFER,False
Curso online,537.66,2025-07-08,EXPENSE,CASH,False
Livraria,68.35,2025-07-08,EXPENSE,BANK_TRANSFER,False
Loja de roupas,639.71,2025-07-08,EXPENSE,CREDIT_CARD,False
Delivery de comida,42.04,2025-07-08,EXPENSE,BOLETO,False
Bonus profissional,3144.36,2025-07-08,INCOME,PIX,False
Curso online,475.71,2025-07-08,EXPENSE,BANK_TRANSFER,False
Pagamento freelance,2809.19,2025-07-08,INCOME,BANK_TRANSFER,False
Conta de agua,97.18,2025-07-08,EXPENSE,CASH,False
Combustivel,135.59,2025-07-08,EXPENSE,BANK_TRANSFER,False
Curso online,233.31,2025-07-08,EXPENSE,DEBIT_CARD,False
Transferencia recebida,1245.8,2025-07-09,INCOME,PIX,False
Plano de saude,968.61,2025-07-09,EXPENSE,BOLETO,True
Aluguel recebido,3085.68,2025-07-09,INCOME,PIX,False
Bonus profissional,3169.85,2025-07-09,INCOME,PIX,False
Restituicao de imposto,2037.73,2025-07-09,INCOME,BANK_TRANSFER,False
Plano de celular,65.8,2025-07-09,EXPENSE,CREDIT_CARD,True
Restaurante,161.44,2025-07-09,EXPENSE,BOLETO,False
Estacionamento,45.14,2025-07-09,EXPENSE,CREDIT_CARD,False
Cinema e lazer,144.81,2025-07-09,EXPENSE,CASH,False
Pet shop,232.98,2025-07-09,EXPENSE,PIX,False
Viagem e hospedagem,1186.8,2025-07-09,EXPENSE,PIX,False
Supermercado,456.2,2025-07-09,EXPENSE,DEBIT_CARD,False
Salario mensal,8585.49,2025-07-09,INCOME,PIX,True
Streaming,31.41,2025-07-09,EXPENSE,CASH,True
Delivery de comida,116.47,2025-07-09,EXPENSE,CASH,False
Condominio,566.74,2025-07-09,EXPENSE,BOLETO,True
Venda de produto,579.99,2025-07-10,INCOME,PIX,False
Academia,103.78,2025-07-10,EXPENSE,PIX,True
Conta de agua,38.74,2025-07-10,EXPENSE,BANK_TRANSFER,False
Streaming,80.37,2025-07-10,EXPENSE,PIX,True
Restaurante,109.69,2025-07-10,EXPENSE,PIX,False
Doacao,349.99,2025-07-10,EXPENSE,BOLETO,False
Pet shop,130.3,2025-07-10,EXPENSE,DEBIT_CARD,False
Bonus profissional,2631.94,2025-07-10,INCOME,PIX,False
Aplicativo de transporte,32.67,2025-07-10,EXPENSE,PIX,False
Manutencao do veiculo,490.54,2025-07-10,EXPENSE,PIX,False
Seguro do veiculo,412.99,2025-07-11,EXPENSE,CREDIT_CARD,True
Manutencao do veiculo,873.34,2025-07-11,EXPENSE,CASH,False
Curso online,252.9,2025-07-11,EXPENSE,DEBIT_CARD,False
Rendimento de investimento,343.55,2025-07-11,INCOME,BANK_TRANSFER,True
Delivery de comida,132.91,2025-07-11,EXPENSE,BANK_TRANSFER,False
Eletronicos,2348.48,2025-07-11,EXPENSE,BANK_TRANSFER,False
Manutencao do veiculo,582.39,2025-07-11,EXPENSE,PIX,False
Salario mensal,6646.56,2025-07-12,INCOME,BANK_TRANSFER,False
Combustivel,105.58,2025-07-12,EXPENSE,CASH,False
Streaming,25.54,2025-07-12,EXPENSE,CASH,True
Reembolso empresarial,575.96,2025-07-12,INCOME,BANK_TRANSFER,False
Aplicativo de transporte,87.02,2025-07-12,EXPENSE,BOLETO,False
Passagem aerea,1876.59,2025-07-12,EXPENSE,BOLETO,False
Pagamento freelance,2460.88,2025-07-12,INCOME,PIX,False
Eletronicos,1824.86,2025-07-12,EXPENSE,CASH,False
Dividendos,523.69,2025-07-12,INCOME,PIX,True
Conta de agua,64.06,2025-07-12,EXPENSE,CREDIT_CARD,False
Veterinario,377.02,2025-07-12,EXPENSE,CREDIT_CARD,False
Salario mensal,4270.55,2025-07-12,INCOME,BANK_TRANSFER,True
Academia,204.09,2025-07-12,EXPENSE,CASH,True
Pagamento freelance,3971.4,2025-07-12,INCOME,PIX,False
Streaming,42.48,2025-07-13,EXPENSE,PIX,False
Livraria,67.39,2025-07-13,EXPENSE,PIX,False
Farmacia,151.39,2025-07-13,EXPENSE,BANK_TRANSFER,False
Aluguel residencial,2633.53,2025-07-13,EXPENSE,DEBIT_CARD,True
Eletronicos,1547.85,2025-07-13,EXPENSE,DEBIT_CARD,False
Eletronicos,2992.3,2025-07-13,EXPENSE,BOLETO,False
Reembolso empresarial,532.31,2025-07-13,INCOME,BANK_TRANSFER,False
Estacionamento,26.79,2025-07-13,EXPENSE,BANK_TRANSFER,False
Aluguel recebido,2723.07,2025-07-13,INCOME,BANK_TRANSFER,True
Salario mensal,5717.09,2025-07-14,INCOME,BANK_TRANSFER,True
Plano de saude,810.09,2025-07-14,EXPENSE,BOLETO,True
Internet residencial,178.78,2025-07-14,EXPENSE,CASH,True
Dividendos,671.55,2025-07-14,INCOME,BANK_TRANSFER,True
Manutencao do veiculo,1232.44,2025-07-14,EXPENSE,DEBIT_CARD,False
Pagamento freelance,2106.42,2025-07-14,INCOME,BANK_TRANSFER,False
Venda de produto,922.86,2025-07-14,INCOME,BANK_TRANSFER,False
Livraria,120.38,2025-07-15,EXPENSE,BOLETO,False
Transferencia recebida,1505.93,2025-07-15,INCOME,BANK_TRANSFER,False
Padaria,38.49,2025-07-15,EXPENSE,DEBIT_CARD,False
Delivery de comida,88.83,2025-07-15,EXPENSE,BOLETO,False
Estacionamento,15.31,2025-07-15,EXPENSE,BOLETO,False
Plano de saude,294.79,2025-07-15,EXPENSE,PIX,False
Academia,122.56,2025-07-15,EXPENSE,CREDIT_CARD,True
Padaria,77.33,2025-07-15,EXPENSE,BANK_TRANSFER,False
Padaria,32.33,2025-07-15,EXPENSE,DEBIT_CARD,False
Impostos e taxas,593.81,2025-07-16,EXPENSE,BOLETO,False
Restaurante,175.75,2025-07-16,EXPENSE,CREDIT_CARD,False
Condominio,546.57,2025-07-16,EXPENSE,DEBIT_CARD,True
Restituicao de imposto,1909.57,2025-07-16,INCOME,BANK_TRANSFER,False
Reembolso empresarial,820.16,2025-07-16,INCOME,PIX,False
Cinema e lazer,93.14,2025-07-16,EXPENSE,CREDIT_CARD,False
Supermercado,130.83,2025-07-16,EXPENSE,CREDIT_CARD,False
Delivery de comida,118.43,2025-07-16,EXPENSE,PIX,False
Conta de energia,342.61,2025-07-16,EXPENSE,CASH,False
Venda de produto,1473.12,2025-07-16,INCOME,BANK_TRANSFER,False
Plano de saude,341.52,2025-07-16,EXPENSE,BOLETO,True
Rendimento de investimento,287.71,2025-07-17,INCOME,BANK_TRANSFER,True
Pet shop,249.04,2025-07-17,EXPENSE,DEBIT_CARD,False
Impostos e taxas,571.26,2025-07-17,EXPENSE,BOLETO,False
Aluguel residencial,2604.83,2025-07-17,EXPENSE,PIX,True
Plano de celular,86.15,2025-07-17,EXPENSE,CREDIT_CARD,True
Passagem aerea,657.21,2025-07-17,EXPENSE,PIX,False
Cinema e lazer,159.81,2025-07-17,EXPENSE,CREDIT_CARD,False
Condominio,413.28,2025-07-17,EXPENSE,PIX,True
Combustivel,289.43,2025-07-17,EXPENSE,DEBIT_CARD,False
Plano de saude,648.83,2025-07-17,EXPENSE,CASH,True
Loja de roupas,302.43,2025-07-17,EXPENSE,BANK_TRANSFER,False
Internet residencial,195.83,2025-07-17,EXPENSE,BOLETO,True
Combustivel,226.42,2025-07-18,EXPENSE,CASH,False
Curso online,202.62,2025-07-18,EXPENSE,CASH,False
Doacao,186.48,2025-07-18,EXPENSE,CASH,False
Conta de agua,73.8,2025-07-18,EXPENSE,CASH,True
Internet residencial,100.41,2025-07-18,EXPENSE,DEBIT_CARD,False
Restituicao de imposto,1242.92,2025-07-18,INCOME,PIX,False
Passagem aerea,2615.56,2025-07-18,EXPENSE,BANK_TRANSFER,False
Seguro do veiculo,323.66,2025-07-18,EXPENSE,DEBIT_CARD,False
Rendimento de investimento,399.82,2025-07-19,INCOME,PIX,False
Aluguel recebido,1642.5,2025-07-19,INCOME,BANK_TRANSFER,True
Padaria,41.99,2025-07-19,EXPENSE,DEBIT_CARD,False
Academia,147.18,2025-07-19,EXPENSE,BOLETO,True
Conta de energia,232.06,2025-07-19,EXPENSE,BANK_TRANSFER,True
Conta de energia,427.68,2025-07-19,EXPENSE,BANK_TRANSFER,True
Farmacia,51.92,2025-07-19,EXPENSE,BOLETO,False
Academia,93.47,2025-07-19,EXPENSE,PIX,True
Reembolso empresarial,342.79,2025-07-19,INCOME,PIX,False
Condominio,643.82,2025-07-19,EXPENSE,BANK_TRANSFER,True
Pagamento freelance,3101.64,2025-07-19,INCOME,PIX,False
Aplicativo de transporte,64.53,2025-07-19,EXPENSE,BOLETO,False
Pet shop,195.99,2025-07-19,EXPENSE,PIX,False
Padaria,34.17,2025-07-19,EXPENSE,BOLETO,False
Dividendos,360.08,2025-07-20,INCOME,BANK_TRANSFER,False
Restaurante,67.67,2025-07-20,EXPENSE,BOLETO,False
Livraria,120.37,2025-07-20,EXPENSE,DEBIT_CARD,False
Restituicao de imposto,1880.41,2025-07-20,INCOME,PIX,False
Dividendos,434.5,2025-07-21,INCOME,BANK_TRANSFER,False
Transferencia recebida,1388.46,2025-07-21,INCOME,BANK_TRANSFER,False
Pet shop,61.76,2025-07-21,EXPENSE,CREDIT_CARD,False
Aplicativo de transporte,53.75,2025-07-21,EXPENSE,BANK_TRANSFER,False
Doacao,166.82,2025-07-21,EXPENSE,PIX,False
Doacao,92.63,2025-07-21,EXPENSE,CASH,False
Aluguel recebido,1470.61,2025-07-21,INCOME,PIX,True
Seguro do veiculo,114.44,2025-07-21,EXPENSE,DEBIT_CARD,True
Conta de agua,56.32,2025-07-21,EXPENSE,CREDIT_CARD,False
Viagem e hospedagem,1541.13,2025-07-21,EXPENSE,DEBIT_CARD,False
Viagem e hospedagem,849.42,2025-07-21,EXPENSE,DEBIT_CARD,False
Cinema e lazer,160.43,2025-07-21,EXPENSE,PIX,False
Conta de energia,540.73,2025-07-21,EXPENSE,DEBIT_CARD,True
Combustivel,300.75,2025-07-22,EXPENSE,DEBIT_CARD,False
Viagem e hospedagem,1374.34,2025-07-22,EXPENSE,DEBIT_CARD,False
Conta de energia,349.36,2025-07-22,EXPENSE,DEBIT_CARD,True
Restaurante,242.99,2025-07-22,EXPENSE,BOLETO,False
Farmacia,46.07,2025-07-22,EXPENSE,PIX,False
Aluguel residencial,3012.1,2025-07-22,EXPENSE,PIX,True
Aplicativo de transporte,29.69,2025-07-22,EXPENSE,CREDIT_CARD,False
Academia,152.67,2025-07-22,EXPENSE,CASH,True
Doacao,72.45,2025-07-22,EXPENSE,DEBIT_CARD,False
Plano de celular,75.45,2025-07-23,EXPENSE,BANK_TRANSFER,True
Supermercado,625.65,2025-07-23,EXPENSE,BOLETO,False
Estacionamento,31.56,2025-07-23,EXPENSE,BANK_TRANSFER,False
Internet residencial,114.41,2025-07-23,EXPENSE,DEBIT_CARD,False
Passagem aerea,1157.15,2025-07-23,EXPENSE,CREDIT_CARD,False
Farmacia,96.16,2025-07-23,EXPENSE,DEBIT_CARD,False
Dividendos,648.38,2025-07-23,INCOME,BANK_TRANSFER,False
Seguro do veiculo,399.99,2025-07-23,EXPENSE,DEBIT_CARD,True
Pagamento freelance,1914.46,2025-07-23,INCOME,PIX,False
Conta de energia,348.33,2025-07-23,EXPENSE,BOLETO,True
Pagamento freelance,2152.25,2025-07-23,INCOME,PIX,False
Supermercado,412.8,2025-07-23,EXPENSE,DEBIT_CARD,False
Combustivel,182.25,2025-07-23,EXPENSE,PIX,False
Cinema e lazer,66.19,2025-07-23,EXPENSE,CASH,False
Plano de celular,120.35,2025-07-23,EXPENSE,PIX,True
Venda de produto,426.97,2025-07-24,INCOME,PIX,False
Streaming,51.75,2025-07-24,EXPENSE,BANK_TRANSFER,True
Bonus profissional,2211.13,2025-07-24,INCOME,PIX,False
Livraria,238.07,2025-07-24,EXPENSE,DEBIT_CARD,False
Aplicativo de transporte,28.99,2025-07-24,EXPENSE,BANK_TRANSFER,False
Condominio,937.05,2025-07-24,EXPENSE,BOLETO,True
Aluguel residencial,3585.66,2025-07-24,EXPENSE,DEBIT_CARD,True
Aluguel residencial,2187.53,2025-07-24,EXPENSE,DEBIT_CARD,True
Aluguel residencial,2223.83,2025-07-24,EXPENSE,CASH,True
Livraria,106.07,2025-07-24,EXPENSE,BOLETO,False
Padaria,31.64,2025-07-25,EXPENSE,BANK_TRANSFER,False
Restaurante,224.55,2025-07-25,EXPENSE,CREDIT_CARD,False
Cinema e lazer,102.08,2025-07-25,EXPENSE,PIX,False
Conta de agua,142.53,2025-07-25,EXPENSE,DEBIT_CARD,True
Farmacia,255.38,2025-07-25,EXPENSE,BANK_TRANSFER,False
Restituicao de imposto,1275.23,2025-07-25,INCOME,BANK_TRANSFER,False
Eletronicos,3412.34,2025-07-25,EXPENSE,CREDIT_CARD,False
Aluguel recebido,2964.25,2025-07-25,INCOME,PIX,True
Venda de produto,1560.48,2025-07-25,INCOME,PIX,False
Impostos e taxas,970.88,2025-07-26,EXPENSE,BANK_TRANSFER,False
Pet shop,151.59,2025-07-26,EXPENSE,PIX,False
Plano de celular,127.9,2025-07-26,EXPENSE,PIX,True
Veterinario,369.51,2025-07-26,EXPENSE,BOLETO,False
Livraria,177.39,2025-07-26,EXPENSE,DEBIT_CARD,False
Rendimento de investimento,553.15,2025-07-26,INCOME,PIX,True
Loja de roupas,514.74,2025-07-26,EXPENSE,BANK_TRANSFER,False
Doacao,181.49,2025-07-26,EXPENSE,PIX,False
Loja de roupas,301.77,2025-07-26,EXPENSE,PIX,False
Passagem aerea,2321.63,2025-07-26,EXPENSE,BANK_TRANSFER,False
Estacionamento,20.1,2025-07-27,EXPENSE,DEBIT_CARD,False
Combustivel,128.5,2025-07-27,EXPENSE,BOLETO,False
Livraria,99.86,2025-07-27,EXPENSE,CASH,False
Aplicativo de transporte,19.45,2025-07-27,EXPENSE,DEBIT_CARD,False
Plano de celular,74.87,2025-07-27,EXPENSE,BANK_TRANSFER,True
Bonus profissional,2324.47,2025-07-27,INCOME,PIX,False
Venda de produto,1440.09,2025-07-27,INCOME,BANK_TRANSFER,False
Pet shop,180.39,2025-07-27,EXPENSE,BOLETO,False
Internet residencial,87.74,2025-07-28,EXPENSE,BOLETO,True
Impostos e taxas,521.23,2025-07-28,EXPENSE,DEBIT_CARD,False
Restaurante,115.57,2025-07-28,EXPENSE,BANK_TRANSFER,False
Loja de roupas,325.7,2025-07-28,EXPENSE,CASH,False
Academia,153.05,2025-07-29,EXPENSE,DEBIT_CARD,True
Academia,236.43,2025-07-29,EXPENSE,CASH,True
Plano de celular,94.39,2025-07-29,EXPENSE,CASH,True
Transferencia recebida,1502.41,2025-07-29,INCOME,BANK_TRANSFER,False
Transferencia recebida,408.89,2025-07-29,INCOME,PIX,False
Viagem e hospedagem,2039.39,2025-07-29,EXPENSE,BANK_TRANSFER,False
Aluguel recebido,2871.31,2025-07-29,INCOME,BANK_TRANSFER,True
Veterinario,282.87,2025-07-29,EXPENSE,CREDIT_CARD,False
Supermercado,221.56,2025-07-29,EXPENSE,DEBIT_CARD,False
Internet residencial,102.95,2025-07-29,EXPENSE,DEBIT_CARD,True
Manutencao do veiculo,417.65,2025-07-29,EXPENSE,PIX,False
Salario mensal,5273.87,2025-07-29,INCOME,BANK_TRANSFER,True
Cinema e lazer,143.19,2025-07-29,EXPENSE,CREDIT_CARD,False
Viagem e hospedagem,2936.2,2025-07-30,EXPENSE,CASH,False
Veterinario,198.98,2025-07-30,EXPENSE,DEBIT_CARD,False
Impostos e taxas,993.72,2025-07-30,EXPENSE,DEBIT_CARD,False
Restituicao de imposto,1849.54,2025-07-30,INCOME,BANK_TRANSFER,False
Combustivel,197.77,2025-07-30,EXPENSE,BANK_TRANSFER,False
Doacao,228.41,2025-07-30,EXPENSE,DEBIT_CARD,False
Internet residencial,153.18,2025-07-31,EXPENSE,BANK_TRANSFER,True
Eletronicos,2051.97,2025-07-31,EXPENSE,CREDIT_CARD,False
Conta de agua,173.25,2025-07-31,EXPENSE,CREDIT_CARD,False
Seguro do veiculo,318.8,2025-07-31,EXPENSE,BOLETO,True
Dividendos,614.59,2025-07-31,INCOME,PIX,True
Dividendos,621.17,2025-07-31,INCOME,BANK_TRANSFER,True
Rendimento de investimento,459.54,2025-07-31,INCOME,BANK_TRANSFER,True
Restaurante,195.37,2025-07-31,EXPENSE,BANK_TRANSFER,False
Conta de energia,549.03,2025-07-31,EXPENSE,CREDIT_CARD,True
Cinema e lazer,147.96,2025-08-01,EXPENSE,DEBIT_CARD,False
Aluguel residencial,2177.8,2025-08-01,EXPENSE,CREDIT_CARD,True
Pagamento freelance,2284.43,2025-08-01,INCOME,PIX,False
Pagamento freelance,3402.24,2025-08-01,INCOME,BANK_TRANSFER,False
Bonus profissional,2672.94,2025-08-01,INCOME,BANK_TRANSFER,False
Cinema e lazer,64.15,2025-08-01,EXPENSE,PIX,False
Aplicativo de transporte,37.01,2025-08-01,EXPENSE,BOLETO,False
Seguro do veiculo,319.85,2025-08-01,EXPENSE,CASH,True
Pet shop,61.83,2025-08-01,EXPENSE,PIX,False
Loja de roupas,544.19,2025-08-01,EXPENSE,BOLETO,False
Loja de roupas,418.74,2025-08-01,EXPENSE,DEBIT_CARD,False
Dividendos,465.19,2025-08-01,INCOME,PIX,True
Veterinario,428.95,2025-08-02,EXPENSE,CASH,False
Conta de agua,164.13,2025-08-02,EXPENSE,CREDIT_CARD,True
Curso online,213.69,2025-08-02,EXPENSE,CASH,False
Delivery de comida,55.12,2025-08-02,EXPENSE,BOLETO,False
Conta de agua,143.97,2025-08-02,EXPENSE,CREDIT_CARD,False
Eletronicos,3430.43,2025-08-02,EXPENSE,PIX,False
Manutencao do veiculo,937.54,2025-08-02,EXPENSE,DEBIT_CARD,False
Combustivel,105.34,2025-08-02,EXPENSE,BANK_TRANSFER,False
Doacao,142.66,2025-08-03,EXPENSE,CREDIT_CARD,False
Plano de saude,886.39,2025-08-03,EXPENSE,BOLETO,True
Livraria,160.3,2025-08-03,EXPENSE,DEBIT_CARD,False
Reembolso empresarial,447.98,2025-08-03,INCOME,BANK_TRANSFER,False
Estacionamento,42.41,2025-08-03,EXPENSE,PIX,False
Restaurante,158.23,2025-08-03,EXPENSE,PIX,False
Dividendos,390.35,2025-08-03,INCOME,PIX,True
Restaurante,44.74,2025-08-03,EXPENSE,DEBIT_CARD,False
Streaming,45.82,2025-08-03,EXPENSE,CASH,True
Venda de produto,1013.03,2025-08-03,INCOME,PIX,False
Restituicao de imposto,2114.3,2025-08-03,INCOME,BANK_TRANSFER,False
Padaria,41.74,2025-08-03,EXPENSE,CASH,False
Padaria,43.78,2025-08-03,EXPENSE,DEBIT_CARD,False
Venda de produto,1291.54,2025-08-03,INCOME,BANK_TRANSFER,False
Conta de energia,163.44,2025-08-04,EXPENSE,CREDIT_CARD,True
Pet shop,167.99,2025-08-04,EXPENSE,PIX,False
Veterinario,315.27,2025-08-04,EXPENSE,DEBIT_CARD,False
Delivery de comida,94.82,2025-08-04,EXPENSE,BANK_TRANSFER,False
Academia,87.26,2025-08-04,EXPENSE,CREDIT_CARD,True
Condominio,367.03,2025-08-04,EXPENSE,BANK_TRANSFER,True
Streaming,28.51,2025-08-04,EXPENSE,CASH,False
Combustivel,142.59,2025-08-04,EXPENSE,BANK_TRANSFER,False
Reembolso empresarial,700.24,2025-08-04,INCOME,BANK_TRANSFER,False
Passagem aerea,1232.19,2025-08-04,EXPENSE,BOLETO,False
Passagem aerea,1062.07,2025-08-04,EXPENSE,PIX,False
Pet shop,227.95,2025-08-04,EXPENSE,PIX,False
Seguro do veiculo,333.26,2025-08-04,EXPENSE,DEBIT_CARD,False
Plano de saude,412.87,2025-08-04,EXPENSE,DEBIT_CARD,True
Plano de celular,66.08,2025-08-05,EXPENSE,BOLETO,True
Estacionamento,16.45,2025-08-05,EXPENSE,CREDIT_CARD,False
Estacionamento,24.13,2025-08-05,EXPENSE,CASH,False
Venda de produto,1250.58,2025-08-05,INCOME,BANK_TRANSFER,False
Aluguel recebido,2349.76,2025-08-05,INCOME,BANK_TRANSFER,True
Eletronicos,2567.06,2025-08-05,EXPENSE,DEBIT_CARD,False
Academia,100.49,2025-08-05,EXPENSE,CREDIT_CARD,False
Condominio,577.25,2025-08-05,EXPENSE,CASH,True
Doacao,212.75,2025-08-05,EXPENSE,BOLETO,False
Salario mensal,10100.83,2025-08-06,INCOME,BANK_TRANSFER,True
Padaria,18.32,2025-08-07,EXPENSE,CREDIT_CARD,False
Rendimento de investimento,294.75,2025-08-07,INCOME,PIX,True
Restaurante,76.6,2025-08-07,EXPENSE,BANK_TRANSFER,False
Salario mensal,8899.74,2025-08-07,INCOME,PIX,False
Aluguel residencial,1634.55,2025-08-07,EXPENSE,CASH,True
Plano de celular,46.49,2025-08-07,EXPENSE,DEBIT_CARD,True
Viagem e hospedagem,1509.39,2025-08-07,EXPENSE,CASH,False
Plano de celular,131.04,2025-08-07,EXPENSE,PIX,True
Eletronicos,1616.72,2025-08-07,EXPENSE,PIX,False
Plano de saude,590.71,2025-08-07,EXPENSE,DEBIT_CARD,True
Reembolso empresarial,463.85,2025-08-07,INCOME,BANK_TRANSFER,False
Delivery de comida,70.68,2025-08-07,EXPENSE,BOLETO,False
Salario mensal,5026.4,2025-08-08,INCOME,BANK_TRANSFER,True
Viagem e hospedagem,904.13,2025-08-08,EXPENSE,PIX,False
Pagamento freelance,960.92,2025-08-08,INCOME,PIX,False
Farmacia,114.91,2025-08-08,EXPENSE,DEBIT_CARD,False
Transferencia recebida,1186.57,2025-08-08,INCOME,PIX,False
Academia,196.2,2025-08-08,EXPENSE,BANK_TRANSFER,True
Streaming,58.28,2025-08-08,EXPENSE,CREDIT_CARD,True
Livraria,176.32,2025-08-08,EXPENSE,BANK_TRANSFER,False
Conta de energia,274.98,2025-08-08,EXPENSE,BANK_TRANSFER,True
Loja de roupas,182.25,2025-08-09,EXPENSE,BOLETO,False
Reembolso empresarial,364.87,2025-08-09,INCOME,PIX,False
