description,amount,date,type,payment_method,recurrent
Loja de roupas,220.33,2025-07-20,EXPENSE,PIX,false
Manutencao do veiculo,1025.67,2025-07-20,EXPENSE,CREDIT_CARD,false
Padaria,12.10,2025-07-20,EXPENSE,CASH,false
Streaming,32.29,2025-07-20,EXPENSE,BOLETO,true
Supermercado,380.86,2025-07-20,EXPENSE,BANK_TRANSFER,false
Veterinario,420.02,2025-07-20,EXPENSE,DEBIT_CARD,false
Venda de produto,1308.97,2025-07-20,INCOME,PIX,false
Combustivel,261.94,2025-07-21,EXPENSE,PIX,false
Delivery de comida,163.61,2025-07-21,EXPENSE,CREDIT_CARD,false
Farmacia,337.65,2025-07-21,EXPENSE,DEBIT_CARD,false
Impostos e taxas,2169.47,2025-07-21,EXPENSE,DEBIT_CARD,false
Livraria,117.10,2025-07-21,EXPENSE,PIX,false
Manutencao do veiculo,951.53,2025-07-21,EXPENSE,BOLETO,false
Manutencao do veiculo,123.62,2025-07-21,EXPENSE,PIX,false
Streaming,65.25,2025-07-21,EXPENSE,PIX,true
Aluguel recebido,2196.11,2025-07-21,INCOME,BANK_TRANSFER,true
Dividendos,67.28,2025-07-21,INCOME,BANK_TRANSFER,true
Venda de produto,1634.94,2025-07-21,INCOME,PIX,false
Academia,72.80,2025-07-22,EXPENSE,CASH,true
Academia,160.70,2025-07-22,EXPENSE,BOLETO,true
Aluguel residencial,2275.95,2025-07-22,EXPENSE,BOLETO,true
Conta de agua,226.74,2025-07-22,EXPENSE,DEBIT_CARD,true
Doacao,27.18,2025-07-22,EXPENSE,DEBIT_CARD,false
Livraria,119.42,2025-07-22,EXPENSE,PIX,false
Manutencao do veiculo,2396.59,2025-07-22,EXPENSE,BOLETO,false
Plano de celular,91.38,2025-07-22,EXPENSE,PIX,true
Plano de celular,83.00,2025-07-22,EXPENSE,BANK_TRANSFER,true
Supermercado,188.92,2025-07-22,EXPENSE,BANK_TRANSFER,false
Veterinario,553.31,2025-07-22,EXPENSE,PIX,false
Rendimento de investimento,38.03,2025-07-22,INCOME,BANK_TRANSFER,true
Academia,126.98,2025-07-23,EXPENSE,BOLETO,true
Aluguel residencial,3600.75,2025-07-23,EXPENSE,BANK_TRANSFER,true
Aplicativo de transporte,54.10,2025-07-23,EXPENSE,CREDIT_CARD,false
Curso online,385.94,2025-07-23,EXPENSE,BANK_TRANSFER,false
Estacionamento,43.62,2025-07-23,EXPENSE,BANK_TRANSFER,false
Farmacia,264.70,2025-07-23,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,452.01,2025-07-23,EXPENSE,CREDIT_CARD,false
Livraria,103.61,2025-07-23,EXPENSE,PIX,false
Livraria,35.72,2025-07-23,EXPENSE,BOLETO,false
Pet shop,274.51,2025-07-23,EXPENSE,PIX,false
Plano de celular,129.03,2025-07-23,EXPENSE,CREDIT_CARD,true
Combustivel,244.17,2025-07-24,EXPENSE,PIX,false
Curso online,453.75,2025-07-24,EXPENSE,BOLETO,false
Estacionamento,25.84,2025-07-24,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,2011.76,2025-07-24,EXPENSE,CREDIT_CARD,false
Loja de roupas,602.29,2025-07-24,EXPENSE,DEBIT_CARD,false
Plano de celular,153.90,2025-07-24,EXPENSE,BOLETO,true
Seguro do veiculo,359.79,2025-07-24,EXPENSE,DEBIT_CARD,true
Seguro do veiculo,314.73,2025-07-24,EXPENSE,CREDIT_CARD,false
Reembolso empresarial,88.52,2025-07-24,INCOME,PIX,false
Rendimento de investimento,201.40,2025-07-24,INCOME,BANK_TRANSFER,true
Aplicativo de transporte,65.58,2025-07-25,EXPENSE,BANK_TRANSFER,false
Combustivel,161.01,2025-07-25,EXPENSE,BANK_TRANSFER,false
Conta de agua,57.93,2025-07-25,EXPENSE,BANK_TRANSFER,true
Conta de energia,448.79,2025-07-25,EXPENSE,PIX,true
Delivery de comida,124.13,2025-07-25,EXPENSE,PIX,false
Doacao,107.24,2025-07-25,EXPENSE,BOLETO,false
Eletronicos,2045.29,2025-07-25,EXPENSE,CASH,false
Estacionamento,58.59,2025-07-25,EXPENSE,CREDIT_CARD,false
Passagem aerea,1203.34,2025-07-25,EXPENSE,BOLETO,false
Restaurante,81.91,2025-07-25,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,301.03,2025-07-25,EXPENSE,CASH,true
Rendimento de investimento,333.02,2025-07-25,INCOME,BANK_TRANSFER,true
Aplicativo de transporte,40.16,2025-07-26,EXPENSE,DEBIT_CARD,false
Cinema e lazer,219.79,2025-07-26,EXPENSE,DEBIT_CARD,false
Combustivel,152.54,2025-07-26,EXPENSE,BANK_TRANSFER,false
Delivery de comida,90.20,2025-07-26,EXPENSE,BOLETO,false
Farmacia,239.76,2025-07-26,EXPENSE,PIX,false
Plano de saude,791.16,2025-07-26,EXPENSE,CREDIT_CARD,true
Restaurante,69.81,2025-07-26,EXPENSE,PIX,false
Seguro do veiculo,377.69,2025-07-26,EXPENSE,BOLETO,true
Aluguel recebido,2421.11,2025-07-26,INCOME,PIX,true
Aluguel residencial,3720.02,2025-07-27,EXPENSE,BOLETO,true
Aluguel residencial,3912.67,2025-07-27,EXPENSE,DEBIT_CARD,false
Cinema e lazer,182.61,2025-07-27,EXPENSE,CASH,false
Condominio,1018.65,2025-07-27,EXPENSE,BOLETO,false
Delivery de comida,152.76,2025-07-27,EXPENSE,BOLETO,false
Doacao,23.20,2025-07-27,EXPENSE,DEBIT_CARD,false
Loja de roupas,151.79,2025-07-27,EXPENSE,PIX,false
Pet shop,397.81,2025-07-27,EXPENSE,BANK_TRANSFER,false
Plano de saude,267.23,2025-07-27,EXPENSE,CASH,true
Viagem e hospedagem,1842.06,2025-07-27,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,2723.54,2025-07-27,EXPENSE,CREDIT_CARD,false
Transferencia recebida,1770.57,2025-07-27,INCOME,PIX,false
Aplicativo de transporte,24.01,2025-07-28,EXPENSE,BANK_TRANSFER,false
Combustivel,193.28,2025-07-28,EXPENSE,DEBIT_CARD,false
Condominio,910.80,2025-07-28,EXPENSE,CREDIT_CARD,true
Condominio,1257.08,2025-07-28,EXPENSE,BANK_TRANSFER,true
Condominio,607.39,2025-07-28,EXPENSE,DEBIT_CARD,false
Padaria,69.52,2025-07-28,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,3434.18,2025-07-28,EXPENSE,BOLETO,false
Aluguel recebido,2285.79,2025-07-28,INCOME,BANK_TRANSFER,false
Dividendos,615.85,2025-07-28,INCOME,BANK_TRANSFER,false
Venda de produto,575.34,2025-07-28,INCOME,PIX,false
Cinema e lazer,99.75,2025-07-29,EXPENSE,CREDIT_CARD,false
Conta de energia,256.08,2025-07-29,EXPENSE,PIX,true
Delivery de comida,103.52,2025-07-29,EXPENSE,BOLETO,false
Farmacia,155.04,2025-07-29,EXPENSE,DEBIT_CARD,false
Internet residencial,91.60,2025-07-29,EXPENSE,CASH,true
Internet residencial,166.24,2025-07-29,EXPENSE,DEBIT_CARD,true
Livraria,157.36,2025-07-29,EXPENSE,CASH,false
Manutencao do veiculo,1271.95,2025-07-29,EXPENSE,BOLETO,false
Seguro do veiculo,502.34,2025-07-29,EXPENSE,BANK_TRANSFER,false
Veterinario,577.72,2025-07-29,EXPENSE,CASH,false
Aluguel recebido,3006.56,2025-07-29,INCOME,PIX,true
Pagamento freelance,2771.78,2025-07-29,INCOME,BANK_TRANSFER,false
Condominio,374.90,2025-07-30,EXPENSE,CREDIT_CARD,true
Curso online,199.82,2025-07-30,EXPENSE,PIX,false
Curso online,395.60,2025-07-30,EXPENSE,BANK_TRANSFER,false
Delivery de comida,152.36,2025-07-30,EXPENSE,BANK_TRANSFER,false
Doacao,251.79,2025-07-30,EXPENSE,CREDIT_CARD,false
Internet residencial,71.50,2025-07-30,EXPENSE,CASH,true
Livraria,131.32,2025-07-30,EXPENSE,BOLETO,false
Manutencao do veiculo,1480.37,2025-07-30,EXPENSE,BOLETO,false
Restaurante,269.38,2025-07-30,EXPENSE,DEBIT_CARD,false
Restaurante,128.95,2025-07-30,EXPENSE,BANK_TRANSFER,false
Venda de produto,1203.55,2025-07-30,INCOME,PIX,false
Academia,138.24,2025-07-31,EXPENSE,CREDIT_CARD,true
Aluguel residencial,3078.96,2025-07-31,EXPENSE,CREDIT_CARD,true
Aluguel residencial,1396.62,2025-07-31,EXPENSE,DEBIT_CARD,true
Curso online,166.89,2025-07-31,EXPENSE,BANK_TRANSFER,false
Padaria,53.78,2025-07-31,EXPENSE,CASH,false
Pet shop,247.79,2025-07-31,EXPENSE,BANK_TRANSFER,false
Streaming,25.88,2025-07-31,EXPENSE,CASH,true
Viagem e hospedagem,1715.21,2025-07-31,EXPENSE,CASH,false
Aluguel recebido,1613.00,2025-07-31,INCOME,PIX,true
Dividendos,449.21,2025-07-31,INCOME,PIX,true
Transferencia recebida,802.88,2025-07-31,INCOME,PIX,false
Academia,222.34,2025-08-01,EXPENSE,CASH,true
Condominio,1128.58,2025-08-01,EXPENSE,BOLETO,true
Farmacia,62.59,2025-08-01,EXPENSE,CREDIT_CARD,false
Livraria,110.65,2025-08-01,EXPENSE,DEBIT_CARD,false
Padaria,28.65,2025-08-01,EXPENSE,CREDIT_CARD,false
Pet shop,162.53,2025-08-01,EXPENSE,BOLETO,false
Seguro do veiculo,533.46,2025-08-01,EXPENSE,BANK_TRANSFER,true
Supermercado,616.58,2025-08-01,EXPENSE,DEBIT_CARD,false
Venda de produto,872.74,2025-08-01,INCOME,PIX,false
Combustivel,334.89,2025-08-02,EXPENSE,DEBIT_CARD,false
Conta de agua,61.41,2025-08-02,EXPENSE,BOLETO,false
Estacionamento,61.52,2025-08-02,EXPENSE,PIX,false
Estacionamento,61.92,2025-08-02,EXPENSE,CREDIT_CARD,false
Padaria,61.76,2025-08-02,EXPENSE,DEBIT_CARD,false
Plano de saude,1216.25,2025-08-02,EXPENSE,DEBIT_CARD,true
Seguro do veiculo,261.19,2025-08-02,EXPENSE,PIX,true
Streaming,50.70,2025-08-02,EXPENSE,BOLETO,true
Supermercado,108.29,2025-08-02,EXPENSE,BANK_TRANSFER,false
Transferencia recebida,754.38,2025-08-02,INCOME,PIX,false
Academia,251.69,2025-08-03,EXPENSE,PIX,true
Combustivel,314.52,2025-08-03,EXPENSE,PIX,false
Condominio,299.93,2025-08-03,EXPENSE,CASH,true
Condominio,548.66,2025-08-03,EXPENSE,BOLETO,true
Conta de agua,59.59,2025-08-03,EXPENSE,PIX,true
Estacionamento,50.55,2025-08-03,EXPENSE,CREDIT_CARD,false
Impostos e taxas,168.26,2025-08-03,EXPENSE,CASH,false
Viagem e hospedagem,2727.46,2025-08-03,EXPENSE,CREDIT_CARD,false
Transferencia recebida,719.94,2025-08-03,INCOME,PIX,false
Combustivel,202.23,2025-08-04,EXPENSE,CASH,false
Condominio,543.37,2025-08-04,EXPENSE,CREDIT_CARD,true
Conta de agua,239.77,2025-08-04,EXPENSE,CASH,true
Conta de energia,248.47,2025-08-04,EXPENSE,CREDIT_CARD,true
Curso online,588.55,2025-08-04,EXPENSE,DEBIT_CARD,false
Doacao,456.92,2025-08-04,EXPENSE,CREDIT_CARD,false
Farmacia,297.82,2025-08-04,EXPENSE,BANK_TRANSFER,false
Livraria,262.35,2025-08-04,EXPENSE,PIX,false
Passagem aerea,3021.17,2025-08-04,EXPENSE,PIX,false
Pet shop,30.63,2025-08-04,EXPENSE,DEBIT_CARD,false
Pet shop,335.37,2025-08-04,EXPENSE,CASH,false
Plano de celular,108.56,2025-08-04,EXPENSE,BOLETO,false
Seguro do veiculo,341.18,2025-08-04,EXPENSE,BANK_TRANSFER,true
Viagem e hospedagem,1376.03,2025-08-04,EXPENSE,BANK_TRANSFER,false
Reembolso empresarial,382.06,2025-08-04,INCOME,PIX,false
Cinema e lazer,74.68,2025-08-05,EXPENSE,DEBIT_CARD,false
Condominio,617.35,2025-08-05,EXPENSE,BANK_TRANSFER,false
Condominio,969.84,2025-08-05,EXPENSE,CREDIT_CARD,true
Conta de agua,203.99,2025-08-05,EXPENSE,DEBIT_CARD,true
Farmacia,329.98,2025-08-05,EXPENSE,PIX,false
Farmacia,25.41,2025-08-05,EXPENSE,PIX,false
Impostos e taxas,1179.51,2025-08-05,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,3682.32,2025-08-05,EXPENSE,CREDIT_CARD,false
Aluguel recebido,1883.56,2025-08-05,INCOME,PIX,true
Reembolso empresarial,420.46,2025-08-05,INCOME,PIX,false
Venda de produto,1762.18,2025-08-05,INCOME,PIX,false
Condominio,403.51,2025-08-06,EXPENSE,BANK_TRANSFER,true
Conta de energia,459.29,2025-08-06,EXPENSE,PIX,true
Delivery de comida,148.77,2025-08-06,EXPENSE,CASH,false
Doacao,441.96,2025-08-06,EXPENSE,CREDIT_CARD,false
Loja de roupas,317.44,2025-08-06,EXPENSE,CASH,false
Padaria,27.21,2025-08-06,EXPENSE,PIX,false
Seguro do veiculo,213.70,2025-08-06,EXPENSE,DEBIT_CARD,true
Supermercado,170.86,2025-08-06,EXPENSE,BOLETO,false
Veterinario,418.02,2025-08-06,EXPENSE,BOLETO,false
Veterinario,772.18,2025-08-06,EXPENSE,BANK_TRANSFER,false
Pagamento freelance,2729.11,2025-08-06,INCOME,PIX,false
Restituicao de imposto,1607.96,2025-08-06,INCOME,PIX,false
Academia,276.91,2025-08-07,EXPENSE,PIX,true
Aluguel residencial,2006.32,2025-08-07,EXPENSE,BANK_TRANSFER,true
Aluguel residencial,2519.90,2025-08-07,EXPENSE,DEBIT_CARD,false
Conta de agua,230.63,2025-08-07,EXPENSE,BOLETO,true
Curso online,334.00,2025-08-07,EXPENSE,BOLETO,false
Delivery de comida,95.29,2025-08-07,EXPENSE,DEBIT_CARD,false
Doacao,324.95,2025-08-07,EXPENSE,PIX,false
Estacionamento,43.66,2025-08-07,EXPENSE,BANK_TRANSFER,false
Farmacia,59.82,2025-08-07,EXPENSE,PIX,false
Livraria,63.65,2025-08-07,EXPENSE,BANK_TRANSFER,false
Manutencao do veiculo,259.89,2025-08-07,EXPENSE,BOLETO,false
Seguro do veiculo,192.36,2025-08-07,EXPENSE,CASH,false
Streaming,49.86,2025-08-07,EXPENSE,DEBIT_CARD,true
Viagem e hospedagem,553.02,2025-08-07,EXPENSE,CREDIT_CARD,false
Bonus profissional,4994.11,2025-08-07,INCOME,BANK_TRANSFER,false
Transferencia recebida,1513.13,2025-08-07,INCOME,BANK_TRANSFER,false
Academia,74.02,2025-08-08,EXPENSE,DEBIT_CARD,true
Aluguel residencial,2969.38,2025-08-08,EXPENSE,DEBIT_CARD,true
Doacao,148.23,2025-08-08,EXPENSE,BANK_TRANSFER,false
Pet shop,343.99,2025-08-08,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,166.00,2025-08-08,EXPENSE,DEBIT_CARD,true
Seguro do veiculo,217.21,2025-08-08,EXPENSE,CREDIT_CARD,false
Transferencia recebida,1053.88,2025-08-08,INCOME,PIX,false
Venda de produto,1135.48,2025-08-08,INCOME,PIX,false
Academia,238.86,2025-08-09,EXPENSE,BOLETO,true
Aplicativo de transporte,94.90,2025-08-09,EXPENSE,PIX,false
Combustivel,259.95,2025-08-09,EXPENSE,BOLETO,false
Curso online,295.39,2025-08-09,EXPENSE,PIX,false
Impostos e taxas,1214.80,2025-08-09,EXPENSE,PIX,false
Impostos e taxas,1019.10,2025-08-09,EXPENSE,CASH,false
Plano de celular,81.35,2025-08-09,EXPENSE,BOLETO,true
Plano de saude,903.26,2025-08-09,EXPENSE,CREDIT_CARD,true
Restaurante,241.60,2025-08-09,EXPENSE,CASH,false
Streaming,28.54,2025-08-09,EXPENSE,DEBIT_CARD,true
Supermercado,212.92,2025-08-09,EXPENSE,CREDIT_CARD,false
Rendimento de investimento,548.20,2025-08-09,INCOME,BANK_TRANSFER,true
Academia,219.36,2025-08-10,EXPENSE,BOLETO,true
Aluguel residencial,1891.90,2025-08-10,EXPENSE,BANK_TRANSFER,false
Aplicativo de transporte,35.84,2025-08-10,EXPENSE,BOLETO,false
Delivery de comida,66.37,2025-08-10,EXPENSE,DEBIT_CARD,false
Estacionamento,28.95,2025-08-10,EXPENSE,CREDIT_CARD,false
Livraria,138.65,2025-08-10,EXPENSE,CREDIT_CARD,false
Passagem aerea,1512.25,2025-08-10,EXPENSE,CASH,false
Plano de celular,152.32,2025-08-10,EXPENSE,PIX,true
Streaming,28.10,2025-08-10,EXPENSE,PIX,true
Streaming,43.99,2025-08-10,EXPENSE,PIX,true
Supermercado,526.22,2025-08-10,EXPENSE,DEBIT_CARD,false
Combustivel,227.72,2025-08-11,EXPENSE,BOLETO,false
Combustivel,387.55,2025-08-11,EXPENSE,CASH,false
Conta de agua,256.62,2025-08-11,EXPENSE,PIX,true
Manutencao do veiculo,331.77,2025-08-11,EXPENSE,DEBIT_CARD,false
Padaria,42.99,2025-08-11,EXPENSE,CREDIT_CARD,false
Padaria,70.30,2025-08-11,EXPENSE,DEBIT_CARD,false
Pet shop,70.10,2025-08-11,EXPENSE,CASH,false
Plano de celular,88.16,2025-08-11,EXPENSE,CREDIT_CARD,true
Supermercado,584.51,2025-08-11,EXPENSE,BOLETO,false
Supermercado,608.85,2025-08-11,EXPENSE,CREDIT_CARD,false
Pagamento freelance,4055.24,2025-08-11,INCOME,PIX,false
Impostos e taxas,487.77,2025-08-12,EXPENSE,BOLETO,false
Livraria,235.35,2025-08-12,EXPENSE,CASH,false
Loja de roupas,886.56,2025-08-12,EXPENSE,PIX,false
Plano de saude,417.22,2025-08-12,EXPENSE,DEBIT_CARD,true
Plano de saude,1234.97,2025-08-12,EXPENSE,BOLETO,true
Plano de saude,570.89,2025-08-12,EXPENSE,BOLETO,true
Viagem e hospedagem,939.44,2025-08-12,EXPENSE,BOLETO,false
Reembolso empresarial,347.98,2025-08-12,INCOME,BANK_TRANSFER,false
Cinema e lazer,116.50,2025-08-13,EXPENSE,BOLETO,false
Cinema e lazer,230.22,2025-08-13,EXPENSE,BOLETO,false
Doacao,329.48,2025-08-13,EXPENSE,CREDIT_CARD,false
Eletronicos,3850.53,2025-08-13,EXPENSE,CASH,false
Farmacia,305.44,2025-08-13,EXPENSE,BANK_TRANSFER,false
Passagem aerea,1753.96,2025-08-13,EXPENSE,CREDIT_CARD,false
Pet shop,197.23,2025-08-13,EXPENSE,BANK_TRANSFER,false
Restaurante,224.90,2025-08-13,EXPENSE,CASH,false
Venda de produto,181.60,2025-08-13,INCOME,PIX,false
Aplicativo de transporte,74.60,2025-08-14,EXPENSE,PIX,false
Aplicativo de transporte,42.56,2025-08-14,EXPENSE,CASH,false
Condominio,1257.52,2025-08-14,EXPENSE,DEBIT_CARD,true
Conta de energia,291.76,2025-08-14,EXPENSE,PIX,true
Manutencao do veiculo,2090.70,2025-08-14,EXPENSE,CREDIT_CARD,false
Pet shop,295.10,2025-08-14,EXPENSE,BOLETO,false
Plano de celular,53.86,2025-08-14,EXPENSE,BOLETO,true
Restaurante,272.40,2025-08-14,EXPENSE,CASH,false
Supermercado,284.85,2025-08-14,EXPENSE,BANK_TRANSFER,false
Dividendos,644.05,2025-08-14,INCOME,BANK_TRANSFER,true
Dividendos,141.62,2025-08-14,INCOME,PIX,true
Academia,220.19,2025-08-15,EXPENSE,PIX,true
Aluguel residencial,2038.15,2025-08-15,EXPENSE,BOLETO,true
Aplicativo de transporte,87.37,2025-08-15,EXPENSE,PIX,false
Cinema e lazer,212.53,2025-08-15,EXPENSE,CREDIT_CARD,false
Curso online,332.33,2025-08-15,EXPENSE,CASH,false
Doacao,323.01,2025-08-15,EXPENSE,BANK_TRANSFER,false
Padaria,56.90,2025-08-15,EXPENSE,BOLETO,false
Plano de saude,1197.82,2025-08-15,EXPENSE,CREDIT_CARD,true
Veterinario,619.00,2025-08-15,EXPENSE,DEBIT_CARD,false
Transferencia recebida,197.09,2025-08-15,INCOME,PIX,false
Aplicativo de transporte,66.97,2025-08-16,EXPENSE,PIX,false
Combustivel,70.79,2025-08-16,EXPENSE,CASH,false
Condominio,1096.79,2025-08-16,EXPENSE,CREDIT_CARD,true
Conta de energia,608.72,2025-08-16,EXPENSE,DEBIT_CARD,true
Delivery de comida,53.21,2025-08-16,EXPENSE,DEBIT_CARD,false
Eletronicos,590.61,2025-08-16,EXPENSE,DEBIT_CARD,false
Loja de roupas,508.09,2025-08-16,EXPENSE,BANK_TRANSFER,false
Plano de celular,172.46,2025-08-16,EXPENSE,BANK_TRANSFER,true
Plano de saude,1390.17,2025-08-16,EXPENSE,DEBIT_CARD,true
Veterinario,340.95,2025-08-16,EXPENSE,BOLETO,false
Dividendos,225.76,2025-08-16,INCOME,PIX,true
Conta de agua,245.82,2025-08-17,EXPENSE,DEBIT_CARD,true
Doacao,220.24,2025-08-17,EXPENSE,CREDIT_CARD,false
Doacao,320.78,2025-08-17,EXPENSE,PIX,false
Internet residencial,109.77,2025-08-17,EXPENSE,BOLETO,true
Internet residencial,102.28,2025-08-17,EXPENSE,CASH,true
Passagem aerea,1724.54,2025-08-17,EXPENSE,PIX,false
Passagem aerea,3494.72,2025-08-17,EXPENSE,BANK_TRANSFER,false
Plano de saude,631.98,2025-08-17,EXPENSE,PIX,true
Streaming,60.42,2025-08-17,EXPENSE,CASH,true
Supermercado,821.69,2025-08-17,EXPENSE,BOLETO,false
Aluguel recebido,2938.67,2025-08-17,INCOME,BANK_TRANSFER,true
Rendimento de investimento,448.41,2025-08-17,INCOME,PIX,true
Estacionamento,53.92,2025-08-18,EXPENSE,BOLETO,false
Farmacia,176.63,2025-08-18,EXPENSE,BOLETO,false
Loja de roupas,425.02,2025-08-18,EXPENSE,BANK_TRANSFER,false
Pet shop,112.04,2025-08-18,EXPENSE,BANK_TRANSFER,false
Streaming,50.13,2025-08-18,EXPENSE,BOLETO,true
Supermercado,738.84,2025-08-18,EXPENSE,PIX,false
Veterinario,630.86,2025-08-18,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,1446.02,2025-08-18,EXPENSE,DEBIT_CARD,false
Aluguel recebido,1108.98,2025-08-18,INCOME,PIX,true
Reembolso empresarial,849.38,2025-08-18,INCOME,BANK_TRANSFER,false
Restituicao de imposto,280.17,2025-08-18,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,52.53,2025-08-19,EXPENSE,CASH,false
Curso online,442.50,2025-08-19,EXPENSE,BANK_TRANSFER,false
Delivery de comida,94.43,2025-08-19,EXPENSE,BANK_TRANSFER,false
Farmacia,284.78,2025-08-19,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,611.61,2025-08-19,EXPENSE,CREDIT_CARD,false
Passagem aerea,2857.20,2025-08-19,EXPENSE,DEBIT_CARD,false
Plano de celular,96.65,2025-08-19,EXPENSE,PIX,true
Plano de saude,434.79,2025-08-19,EXPENSE,BANK_TRANSFER,true
Restaurante,31.93,2025-08-19,EXPENSE,BANK_TRANSFER,false
Bonus profissional,3071.08,2025-08-19,INCOME,BANK_TRANSFER,false
Pagamento freelance,1043.63,2025-08-19,INCOME,PIX,false
Rendimento de investimento,284.68,2025-08-19,INCOME,PIX,true
Aplicativo de transporte,18.31,2025-08-20,EXPENSE,CASH,false
Condominio,1115.01,2025-08-20,EXPENSE,CREDIT_CARD,true
Farmacia,78.12,2025-08-20,EXPENSE,BOLETO,false
Farmacia,352.22,2025-08-20,EXPENSE,CREDIT_CARD,false
Impostos e taxas,1006.21,2025-08-20,EXPENSE,CREDIT_CARD,false
Livraria,144.61,2025-08-20,EXPENSE,BOLETO,false
Loja de roupas,418.96,2025-08-20,EXPENSE,BANK_TRANSFER,false
Pet shop,298.18,2025-08-20,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,156.00,2025-08-20,EXPENSE,CASH,true
Seguro do veiculo,119.37,2025-08-20,EXPENSE,CASH,true
Seguro do veiculo,363.70,2025-08-20,EXPENSE,BOLETO,true
Aluguel recebido,1809.53,2025-08-20,INCOME,BANK_TRANSFER,true
Cinema e lazer,58.56,2025-08-21,EXPENSE,DEBIT_CARD,false
Combustivel,330.68,2025-08-21,EXPENSE,BANK_TRANSFER,false
Curso online,209.51,2025-08-21,EXPENSE,CASH,false
Delivery de comida,70.57,2025-08-21,EXPENSE,PIX,false
Doacao,50.62,2025-08-21,EXPENSE,BOLETO,false
Estacionamento,36.34,2025-08-21,EXPENSE,PIX,false
Pet shop,190.29,2025-08-21,EXPENSE,CASH,false
Plano de saude,547.35,2025-08-21,EXPENSE,CREDIT_CARD,true
Seguro do veiculo,517.64,2025-08-21,EXPENSE,CASH,true
Streaming,22.75,2025-08-21,EXPENSE,BOLETO,false
Supermercado,135.41,2025-08-21,EXPENSE,BOLETO,false
Rendimento de investimento,592.18,2025-08-21,INCOME,BANK_TRANSFER,true
Aluguel residencial,1337.15,2025-08-22,EXPENSE,CASH,true
Condominio,1076.65,2025-08-22,EXPENSE,BOLETO,true
Farmacia,269.12,2025-08-22,EXPENSE,BOLETO,false
Loja de roupas,547.00,2025-08-22,EXPENSE,DEBIT_CARD,false
Plano de celular,89.26,2025-08-22,EXPENSE,PIX,true
Plano de saude,489.18,2025-08-22,EXPENSE,BOLETO,true
Seguro do veiculo,175.38,2025-08-22,EXPENSE,DEBIT_CARD,true
Viagem e hospedagem,3091.42,2025-08-22,EXPENSE,BOLETO,false
Dividendos,157.42,2025-08-22,INCOME,PIX,true
Venda de produto,1565.85,2025-08-22,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,57.10,2025-08-23,EXPENSE,BOLETO,false
Cinema e lazer,80.68,2025-08-23,EXPENSE,DEBIT_CARD,false
Condominio,1133.80,2025-08-23,EXPENSE,CASH,true
Conta de energia,285.55,2025-08-23,EXPENSE,DEBIT_CARD,true
Delivery de comida,78.90,2025-08-23,EXPENSE,DEBIT_CARD,false
Eletronicos,3201.06,2025-08-23,EXPENSE,CREDIT_CARD,false
Estacionamento,9.73,2025-08-23,EXPENSE,PIX,false
Livraria,174.86,2025-08-23,EXPENSE,CREDIT_CARD,false
Livraria,205.88,2025-08-23,EXPENSE,DEBIT_CARD,false
Restaurante,122.24,2025-08-23,EXPENSE,BOLETO,false
Supermercado,367.10,2025-08-23,EXPENSE,CREDIT_CARD,false
Pagamento freelance,915.12,2025-08-23,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,89.06,2025-08-24,EXPENSE,BANK_TRANSFER,false
Aplicativo de transporte,27.43,2025-08-24,EXPENSE,BOLETO,false
Combustivel,246.83,2025-08-24,EXPENSE,BANK_TRANSFER,false
Combustivel,270.30,2025-08-24,EXPENSE,DEBIT_CARD,false
Doacao,352.82,2025-08-24,EXPENSE,BANK_TRANSFER,false
Estacionamento,27.50,2025-08-24,EXPENSE,DEBIT_CARD,false
Loja de roupas,534.32,2025-08-24,EXPENSE,DEBIT_CARD,false
Pet shop,153.28,2025-08-24,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,125.93,2025-08-24,EXPENSE,DEBIT_CARD,false
Salario mensal,8657.09,2025-08-24,INCOME,BANK_TRANSFER,true
Combustivel,281.39,2025-08-25,EXPENSE,PIX,false
Combustivel,263.73,2025-08-25,EXPENSE,PIX,false
Estacionamento,30.90,2025-08-25,EXPENSE,CASH,false
Pet shop,156.19,2025-08-25,EXPENSE,CASH,false
Plano de saude,476.16,2025-08-25,EXPENSE,CASH,true
Supermercado,592.15,2025-08-25,EXPENSE,BOLETO,false
Aluguel recebido,2080.09,2025-08-25,INCOME,BANK_TRANSFER,true
Pagamento freelance,1871.92,2025-08-25,INCOME,PIX,false
Venda de produto,757.21,2025-08-25,INCOME,PIX,false
Academia,179.43,2025-08-26,EXPENSE,DEBIT_CARD,true
Cinema e lazer,223.29,2025-08-26,EXPENSE,PIX,false
