usuario_id,idade,estado,cidade,renda_mensal_base,nivel_endividamento_base_pct,frequencia_poupanca_declarada,reserva_financeira_inicial,dependentes,objetivo_financeiro,perfil_sintetico_base,split,fonte
USR000370,40,PR,Londrina,6305.15,45.52,MEDIA,13358.28,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000371,37,MG,Juiz de Fora,6220.45,63.92,BAIXA,2193.55,0,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000372,33,ES,Vila Velha,2682.52,19.08,BAIXA,2504.41,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000373,27,PR,Londrina,7805.45,46.52,BAIXA,4018.87,2,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000374,44,MG,Belo Horizonte,8810.16,17.89,ALTA,66969.7,2,VIAGEM,SAUDAVEL,VALIDATION,SINTETICO
USR000375,50,CE,Caucaia,3558.25,21.68,ALTA,13789.92,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,VALIDATION,SINTETICO
USR000376,43,ES,Vila Velha,3594.04,10.23,ALTA,28365.85,2,VIAGEM,SAUDAVEL,VALIDATION,SINTETICO
USR000377,24,GO,Goiania,3162.21,15.59,MEDIA,26029.48,1,APOSENTADORIA,SAUDAVEL,TEST,SINTETICO
USR000378,40,MG,Belo Horizonte,4855.77,15.45,MEDIA,33031.62,3,RESERVA_EMERGENCIA,SAUDAVEL,TEST,SINTETICO
USR000379,54,PE,Jaboatao,7296.68,29.01,MEDIA,6591.78,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TEST,SINTETICO
USR000380,34,ES,Serra,3368.02,26.38,MEDIA,2036.13,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000381,39,CE,Juazeiro do Norte,9787.14,65.41,BAIXA,4409.21,2,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000382,26,PR,Maringa,5574.28,40.71,MEDIA,15343.29,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000383,31,PE,Recife,6216.45,43.78,MEDIA,11852.25,1,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000384,43,SP,Sao Paulo,2261.25,45.81,NUNCA,1866.44,0,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000385,51,RJ,Duque de Caxias,7670.5,19.74,ALTA,27338.78,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000386,36,GO,Goiania,3822.22,47.54,MEDIA,2842.37,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000387,18,ES,Vitoria,5110.7,2.75,ALTA,15821.65,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000388,39,DF,Brasilia,4502.17,72.01,NUNCA,3186.75,0,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000389,39,BA,Vitoria da Conquista,5391.73,34.0,BAIXA,12133.6,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000390,40,PE,Olinda,2293.62,47.98,BAIXA,5975.0,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000391,37,MG,Juiz de Fora,7620.35,31.74,BAIXA,7774.15,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000392,38,MG,Belo Horizonte,4158.78,3.46,ALTA,18065.82,3,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000393,45,BA,Vitoria da Conquista,4823.1,34.42,MEDIA,17263.49,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000394,23,BA,Vitoria da Conquista,5298.6,29.39,BAIXA,17472.59,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000395,55,RJ,Duque de Caxias,5676.94,16.26,ALTA,38049.28,3,ORGANIZAR_ORCAMENTO,SAUDAVEL,VALIDATION,SINTETICO
USR000396,41,PR,Curitiba,3016.67,46.92,BAIXA,11247.02,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000397,37,ES,Serra,14480.85,65.76,NUNCA,1166.96,1,QUITAR_DIVIDAS,EM_RISCO,TEST,SINTETICO
USR000398,36,ES,Serra,2279.64,52.82,BAIXA,645.79,1,QUITAR_DIVIDAS,EM_RISCO,TEST,SINTETICO
USR000399,45,RJ,Rio de Janeiro,1400.0,13.78,ALTA,11619.43,3,COMPRAR_IMOVEL,SAUDAVEL,TEST,SINTETICO
USR000400,56,SC,Joinville,3188.38,38.74,MEDIA,1925.29,4,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000401,50,RJ,Niteroi,5621.44,5.25,ALTA,21948.83,3,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000402,37,MG,Juiz de Fora,5216.64,43.38,MEDIA,12592.47,2,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000403,30,RJ,Duque de Caxias,2119.92,41.97,NUNCA,731.85,1,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000404,25,GO,Aparecida de Goiania,3187.55,43.6,MEDIA,5999.74,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000405,20,DF,Brasilia,7448.19,13.61,ALTA,41989.16,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000406,18,DF,Brasilia,2081.5,13.67,ALTA,7061.17,1,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000407,31,DF,Brasilia,4263.58,45.24,BAIXA,1441.46,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000408,31,PR,Londrina,10695.39,40.63,BAIXA,26400.84,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000409,44,GO,Goiania,5750.97,81.9,NUNCA,1455.3,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000410,36,GO,Aparecida de Goiania,4248.36,4.93,ALTA,36743.95,2,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000411,26,PR,Londrina,5515.25,68.73,BAIXA,4949.56,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000412,41,PE,Recife,3115.11,37.99,MEDIA,2931.71,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000413,25,CE,Fortaleza,19569.15,0.07,MEDIA,116871.34,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000414,37,BA,Vitoria da Conquista,5682.48,21.92,ALTA,56501.61,3,RESERVA_EMERGENCIA,SAUDAVEL,VALIDATION,SINTETICO
USR000415,52,CE,Fortaleza,5977.05,73.14,BAIXA,2728.87,0,COMPRAR_IMOVEL,EM_RISCO,VALIDATION,SINTETICO
USR000416,49,ES,Vitoria,5056.85,7.7,MEDIA,22065.36,1,COMPRAR_IMOVEL,SAUDAVEL,VALIDATION,SINTETICO
USR000417,31,CE,Caucaia,24778.53,8.59,ALTA,122829.69,2,COMPRAR_IMOVEL,SAUDAVEL,TEST,SINTETICO
USR000418,21,PR,Londrina,6939.29,33.0,MEDIA,27087.89,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000419,43,CE,Juazeiro do Norte,4514.35,12.63,MEDIA,44808.15,1,QUITAR_DIVIDAS,SAUDAVEL,TEST,SINTETICO
USR000420,46,BA,Feira de Santana,4177.57,38.6,NUNCA,598.24,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000421,31,SP,Sao Paulo,11920.32,45.3,BAIXA,40828.11,3,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000422,18,PR,Curitiba,3331.09,39.1,MEDIA,1798.14,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000423,55,MG,Uberlandia,7031.96,27.46,BAIXA,22189.26,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000424,40,BA,Salvador,13653.32,70.19,NUNCA,7025.06,0,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000425,46,RS,Caxias do Sul,6986.01,29.4,BAIXA,10386.39,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000426,57,RJ,Niteroi,4093.0,1.11,ALTA,13987.93,3,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000427,37,CE,Fortaleza,7273.5,34.57,MEDIA,29003.78,3,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000428,29,MG,Belo Horizonte,4586.24,78.86,BAIXA,970.57,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000429,33,ES,Cariacica,3685.49,17.3,ALTA,21212.88,2,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000430,51,RS,Caxias do Sul,2354.23,43.83,MEDIA,2396.57,2,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000431,45,CE,Caucaia,7220.89,11.7,ALTA,44859.35,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000432,38,DF,Brasilia,7427.08,54.65,NUNCA,5996.06,0,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000433,20,SC,Joinville,5912.82,44.08,MEDIA,16452.41,2,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000434,18,CE,Juazeiro do Norte,3143.02,39.03,BAIXA,3032.58,4,ORGANIZAR_ORCAMENTO,EM_RISCO,VALIDATION,SINTETICO
USR000435,45,RJ,Duque de Caxias,21141.54,3.77,MEDIA,178267.33,2,RESERVA_EMERGENCIA,SAUDAVEL,VALIDATION,SINTETICO
USR000436,48,SP,Santos,5307.41,4.4,ALTA,35392.71,3,COMPRAR_IMOVEL,SAUDAVEL,VALIDATION,SINTETICO
USR000437,32,DF,Brasilia,5773.66,13.33,ALTA,21499.47,0,VIAGEM,SAUDAVEL,TEST,SINTETICO
USR000438,30,SP,Sorocaba,1643.96,7.68,MEDIA,9180.38,0,QUITAR_DIVIDAS,SAUDAVEL,TEST,SINTETICO
USR000439,22,CE,Fortaleza,3059.43,29.59,MEDIA,5495.54,3,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000440,59,RS,Porto Alegre,8614.43,11.31,ALTA,77841.01,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000441,51,CE,Caucaia,4377.12,21.33,MEDIA,24896.1,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000442,18,RS,Porto Alegre,10081.07,2.55,MEDIA,84063.93,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000443,58,DF,Brasilia,20773.84,32.12,MEDIA,37649.51,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000444,43,PR,Curitiba,2321.19,72.95,BAIXA,1068.69,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000445,29,ES,Cariacica,11955.2,40.75,NUNCA,11900.55,1,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000446,20,RJ,Rio de Janeiro,6934.91,77.32,BAIXA,1576.77,4,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000447,18,CE,Fortaleza,5170.43,30.31,BAIXA,12451.77,1,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000448,42,MG,Uberlandia,6824.45,21.15,MEDIA,55730.27,2,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000449,33,PE,Jaboatao,6893.25,42.58,MEDIA,7374.41,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000450,50,MG,Juiz de Fora,2439.41,53.15,BAIXA,495.72,1,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000451,22,DF,Brasilia,4649.51,18.1,MEDIA,45761.92,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000452,44,SP,Sorocaba,5244.73,46.9,MEDIA,20975.26,1,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000453,30,RJ,Niteroi,11473.62,54.68,BAIXA,5684.08,0,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000454,44,BA,Salvador,3079.67,39.12,MEDIA,4010.73,0,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000455,20,PR,Curitiba,6868.99,22.03,MEDIA,11715.6,3,VIAGEM,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000456,25,SC,Florianopolis,6310.84,13.68,MEDIA,48187.79,2,RESERVA_EMERGENCIA,SAUDAVEL,VALIDATION,SINTETICO
USR000457,42,PR,Maringa,8751.14,28.41,BAIXA,18042.06,0,VIAGEM,EM_OBSERVACAO,TEST,SINTETICO
USR000458,42,GO,Goiania,5813.28,25.74,MEDIA,4563.73,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000459,18,GO,Anapolis,3550.14,23.14,MEDIA,32972.11,1,APOSENTADORIA,SAUDAVEL,TEST,SINTETICO
USR000460,23,MG,Uberlandia,2385.4,25.97,BAIXA,8555.83,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000461,27,PR,Londrina,9449.51,23.68,MEDIA,28106.45,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000462,21,GO,Goiania,8870.34,21.86,BAIXA,31081.26,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000463,48,SP,Campinas,2274.86,17.52,ALTA,22227.47,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000464,46,DF,Brasilia,2599.14,27.94,MEDIA,8514.74,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000465,39,PE,Jaboatao,3262.65,66.63,BAIXA,2657.39,2,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000466,48,SC,Florianopolis,6070.84,18.79,ALTA,34406.31,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000467,44,GO,Goiania,8284.46,67.64,NUNCA,5616.71,2,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000468,26,PE,Olinda,8943.67,3.44,ALTA,43350.55,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000469,52,MG,Belo Horizonte,5687.54,48.63,BAIXA,1565.38,0,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000470,36,SP,Santos,4298.3,40.27,MEDIA,11639.39,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000471,50,PE,Jaboatao,4836.99,7.83,ALTA,18816.48,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000472,45,PR,Londrina,2189.0,73.95,BAIXA,1560.47,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000473,61,MG,Uberlandia,6425.41,1.61,ALTA,60186.85,1,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000474,47,RS,Pelotas,5701.35,72.63,NUNCA,4028.56,2,APOSENTADORIA,EM_RISCO,VALIDATION,SINTETICO
USR000475,36,RJ,Duque de Caxias,4793.08,67.68,BAIXA,1773.52,4,ORGANIZAR_ORCAMENTO,EM_RISCO,VALIDATION,SINTETICO
USR000476,47,ES,Cariacica,1776.29,50.68,BAIXA,1748.98,0,RESERVA_EMERGENCIA,EM_RISCO,VALIDATION,SINTETICO
USR000477,59,CE,Juazeiro do Norte,2956.24,22.55,MEDIA,12303.04,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TEST,SINTETICO
USR000478,47,MG,Belo Horizonte,9116.04,44.76,BAIXA,15531.64,3,APOSENTADORIA,EM_OBSERVACAO,TEST,SINTETICO
USR000479,41,DF,Brasilia,5494.02,31.34,MEDIA,5316.36,4,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TEST,SINTETICO
USR000480,38,ES,Vitoria,5439.19,30.82,MEDIA,6378.17,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000481,27,MG,Belo Horizonte,4798.68,45.3,NUNCA,3725.42,1,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000482,21,RJ,Duque de Caxias,9381.49,23.65,MEDIA,10145.3,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000483,50,GO,Goiania,8810.17,26.68,MEDIA,12825.68,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000484,26,CE,Caucaia,9851.45,34.01,MEDIA,8376.96,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000485,44,BA,Vitoria da Conquista,9260.9,17.9,ALTA,78382.25,0,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000486,39,GO,Aparecida de Goiania,8618.18,23.33,MEDIA,13830.97,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000487,24,PR,Curitiba,4792.31,47.41,BAIXA,18968.14,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000488,18,RJ,Duque de Caxias,3071.52,1.08,ALTA,26110.55,2,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000489,33,MG,Uberlandia,6999.33,22.62,ALTA,48275.09,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000490,31,RJ,Duque de Caxias,6249.74,4.82,ALTA,48415.33,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000491,20,MG,Uberlandia,7627.8,3.04,MEDIA,73258.1,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000492,30,PR,Maringa,3516.31,47.48,BAIXA,755.27,2,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000493,30,RJ,Rio de Janeiro,4617.25,3.6,ALTA,15538.37,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000494,18,RJ,Duque de Caxias,3281.59,27.53,MEDIA,6054.47,0,COMPRAR_IMOVEL,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000495,36,RS,Caxias do Sul,3856.08,26.68,MEDIA,14522.01,2,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000496,27,RS,Porto Alegre,2048.96,26.75,MEDIA,6442.59,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000497,38,MG,Juiz de Fora,4513.71,29.89,MEDIA,11582.45,2,VIAGEM,EM_OBSERVACAO,TEST,SINTETICO
USR000498,18,BA,Feira de Santana,6555.74,37.96,MEDIA,19714.35,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TEST,SINTETICO
USR000499,43,SP,Sorocaba,8336.61,29.89,BAIXA,20377.95,1,APOSENTADORIA,EM_OBSERVACAO,TEST,SINTETICO
USR000500,26,PR,Curitiba,5516.36,45.82,MEDIA,5935.8,3,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000501,29,SP,Campinas,4131.05,34.65,BAIXA,7136.07,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000502,46,RS,Caxias do Sul,7347.2,2.72,ALTA,31484.61,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000503,49,SP,Campinas,5742.54,36.11,BAIXA,6327.36,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000504,36,BA,Salvador,2935.68,46.05,BAIXA,6849.11,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000505,30,ES,Serra,4022.73,9.13,ALTA,23834.3,4,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000506,42,DF,Brasilia,3141.92,1.17,MEDIA,22635.77,3,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000507,23,ES,Vila Velha,3147.5,40.01,BAIXA,2123.3,2,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000508,39,SP,Santos,6080.92,16.18,ALTA,33641.76,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000509,50,SC,Florianopolis,2359.95,8.51,MEDIA,21947.12,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000510,41,GO,Anapolis,2453.53,37.08,BAIXA,6870.65,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000511,33,MG,Uberlandia,3442.71,1.07,ALTA,26628.76,1,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000512,18,MG,Uberlandia,6656.52,5.07,ALTA,46215.18,1,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000513,52,ES,Vitoria,8279.01,57.9,BAIXA,4866.14,1,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000514,45,ES,Vitoria,4536.9,23.58,MEDIA,4746.62,3,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000515,37,DF,Brasilia,4406.67,20.39,ALTA,25008.34,0,COMPRAR_IMOVEL,SAUDAVEL,VALIDATION,SINTETICO
USR000516,28,PR,Curitiba,3823.06,28.17,MEDIA,7197.58,4,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000517,53,RJ,Rio de Janeiro,7244.49,6.38,MEDIA,71187.88,0,RESERVA_EMERGENCIA,SAUDAVEL,TEST,SINTETICO
USR000518,35,SP,Santos,9017.84,21.97,ALTA,74392.33,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TEST,SINTETICO
USR000519,54,CE,Fortaleza,6726.18,76.51,BAIXA,4209.31,0,VIAGEM,EM_RISCO,TEST,SINTETICO
USR000520,34,GO,Goiania,10099.61,8.42,ALTA,63155.54,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000521,31,DF,Brasilia,2350.37,19.44,MEDIA,4307.31,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000522,37,PR,Curitiba,8260.68,8.9,MEDIA,68934.47,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000523,22,SP,Campinas,6315.61,19.51,MEDIA,44783.29,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000524,35,ES,Cariacica,5639.67,20.62,MEDIA,15066.43,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000525,29,PR,Maringa,3630.66,10.67,MEDIA,13008.5,0,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000526,37,RJ,Niteroi,5082.95,51.92,BAIXA,3485.07,2,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000527,50,CE,Caucaia,7310.2,23.0,ALTA,23915.75,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000528,52,SC,Joinville,1400.0,77.72,BAIXA,288.29,0,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000529,53,DF,Brasilia,6603.66,25.47,MEDIA,15697.44,2,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000530,51,SP,Sao Paulo,3998.74,25.85,BAIXA,11286.25,3,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000531,35,BA,Feira de Santana,7849.62,18.49,ALTA,60679.93,1,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000532,42,DF,Brasilia,4896.85,17.2,ALTA,23129.18,1,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000533,45,SC,Florianopolis,5924.05,24.96,MEDIA,12654.92,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000534,38,PE,Jaboatao,2221.37,16.53,ALTA,10585.29,0,APOSENTADORIA,SAUDAVEL,VALIDATION,SINTETICO
USR000535,41,PE,Jaboatao,8203.39,33.38,MEDIA,31482.45,0,VIAGEM,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000536,37,SC,Florianopolis,5165.1,23.98,MEDIA,18720.95,0,QUITAR_DIVIDAS,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000537,26,GO,Aparecida de Goiania,8389.75,37.58,MEDIA,20012.06,2,APOSENTADORIA,EM_OBSERVACAO,TEST,SINTETICO
USR000538,48,CE,Fortaleza,4888.27,38.08,MEDIA,14492.47,1,VIAGEM,EM_OBSERVACAO,TEST,SINTETICO
USR000539,37,SC,Blumenau,7075.2,49.56,NUNCA,5365.73,2,APOSENTADORIA,EM_RISCO,TEST,SINTETICO
USR000540,52,PR,Maringa,6213.12,73.58,NUNCA,3413.73,0,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000541,48,BA,Feira de Santana,14766.92,37.6,MEDIA,38882.43,2,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000542,44,SC,Joinville,5418.15,38.92,BAIXA,3996.45,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000543,29,SC,Florianopolis,1400.0,21.73,MEDIA,3906.66,3,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000544,42,SC,Florianopolis,4864.32,45.45,MEDIA,12481.7,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000545,49,MG,Uberlandia,4648.17,6.15,ALTA,24807.4,2,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000546,38,RJ,Niteroi,10418.21,62.4,BAIXA,9995.56,1,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000547,23,ES,Vila Velha,2706.08,1.54,ALTA,15482.96,2,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000548,32,RS,Porto Alegre,3179.0,66.63,BAIXA,1900.99,3,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000549,47,SC,Blumenau,3838.85,13.4,MEDIA,21999.8,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000550,34,PR,Londrina,2818.51,43.06,BAIXA,752.18,0,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000551,32,MG,Juiz de Fora,7289.89,27.2,MEDIA,10903.31,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000552,55,RJ,Niteroi,10084.89,77.66,BAIXA,8093.4,1,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000553,33,PE,Recife,7389.41,22.32,BAIXA,18564.14,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000554,41,SC,Blumenau,12332.04,21.74,ALTA,102246.46,2,VIAGEM,SAUDAVEL,VALIDATION,SINTETICO
USR000555,26,SC,Florianopolis,4865.55,54.88,NUNCA,290.28,2,COMPRAR_IMOVEL,EM_RISCO,VALIDATION,SINTETICO
