usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR000477,2025-07,2793.74,2218.98,79.43,21.35,14.22,41.14,42.25,1,4,0.0,6.65,76.0,SAUDAVEL,0.6346,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000478,2025-07,9012.57,8773.9,97.35,41.14,6.76,82.09,17.91,3,7,0.0,1.77,42.0,EM_RISCO,0.7077,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000479,2025-07,5739.64,5816.73,101.34,36.8,8.18,57.73,42.27,3,4,0.0,0.91,31.0,EM_RISCO,0.8486,despesas_acima_da_renda|endividamento_moderado|sem_reserva_adequada|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000480,2025-07,5343.17,4469.58,83.65,29.96,3.55,42.34,52.87,2,6,0.0,1.78,55.0,EM_OBSERVACAO,0.6772,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000481,2025-07,4836.69,5807.33,120.07,42.15,3.26,60.51,39.49,3,5,0.0,0.64,12.0,EM_RISCO,0.8803,despesas_acima_da_renda|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000482,2025-07,9950.57,7757.94,77.96,25.69,8.21,52.1,38.48,1,6,0.0,1.7,63.0,EM_OBSERVACAO,0.7647,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000483,2025-07,9180.7,8036.57,87.54,28.31,7.26,34.06,29.59,3,8,0.0,1.89,48.0,EM_RISCO,0.5564,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000484,2025-07,10125.1,7565.24,74.72,23.98,10.71,67.09,16.02,3,8,0.0,1.32,73.0,EM_OBSERVACAO,0.62,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000485,2025-07,8819.22,5231.92,59.32,19.04,15.03,25.72,35.92,5,13,0.0,21.74,100.0,SAUDAVEL,0.8799,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000486,2025-07,8921.17,8287.09,92.89,24.08,7.18,73.01,0.0,5,9,0.0,1.67,53.0,EM_OBSERVACAO,0.6276,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000487,2025-07,5061.14,4560.52,90.11,44.45,10.75,55.78,0.0,3,4,0.0,4.34,58.0,EM_OBSERVACAO,0.6802,renda_muito_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000488,2025-07,3053.35,1882.42,61.65,1.26,16.97,83.93,16.07,2,4,0.0,13.87,100.0,SAUDAVEL,0.9202,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000489,2025-07,6983.99,4888.81,70.0,22.42,20.86,9.44,31.28,4,7,0.0,11.31,96.0,SAUDAVEL,0.9146,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000490,2025-07,6041.67,4035.41,66.79,3.49,12.63,65.71,16.63,3,8,0.0,16.5,100.0,SAUDAVEL,0.9447,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000491,2025-07,7319.52,4668.71,63.78,0.0,13.5,31.62,29.76,4,12,0.0,22.82,100.0,SAUDAVEL,0.9497,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000492,2025-07,3667.85,4328.81,118.02,50.68,0.66,43.1,22.68,3,5,0.0,0.17,15.0,EM_RISCO,0.9186,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000493,2025-07,4493.44,3359.11,74.76,0.0,10.08,27.26,20.04,3,8,0.0,5.06,90.0,SAUDAVEL,0.8359,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000494,2025-07,3374.17,3055.45,90.55,29.26,10.83,30.79,69.21,2,4,0.0,3.14,59.0,EM_OBSERVACAO,0.6782,renda_muito_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000495,2025-07,4441.55,3834.65,86.34,24.95,3.43,49.75,27.31,4,9,0.0,4.15,56.0,EM_OBSERVACAO,0.6689,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000496,2025-07,2107.27,1558.17,73.94,18.67,6.36,45.29,47.81,2,5,0.0,4.8,72.0,EM_OBSERVACAO,0.6768,renda_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_altos,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000497,2025-07,4793.27,4392.06,91.63,33.81,10.73,40.32,47.8,6,11,0.0,3.44,59.0,EM_OBSERVACAO,0.7288,renda_muito_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000498,2025-07,6888.09,6426.89,93.3,36.18,9.14,57.0,24.95,1,6,0.0,3.35,69.0,EM_OBSERVACAO,0.6601,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000499,2025-07,7836.55,6328.88,80.76,26.5,4.14,26.17,44.56,3,9,0.0,4.17,63.0,EM_OBSERVACAO,0.7173,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000500,2025-07,5675.23,5608.04,98.82,48.43,10.37,40.56,2.26,5,10,0.0,1.1,50.0,EM_OBSERVACAO,0.5792,renda_muito_comprometida|endividamento_alto|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000501,2025-07,4173.26,3500.64,83.88,25.27,4.06,34.68,13.16,3,8,0.0,2.04,65.0,EM_OBSERVACAO,0.7648,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000502,2025-07,7579.02,4230.4,55.82,0.0,17.96,27.33,58.05,4,8,0.0,7.44,100.0,SAUDAVEL,0.9435,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000503,2025-07,5794.07,5321.67,91.85,37.67,3.99,59.44,0.0,2,4,0.0,1.19,53.0,EM_OBSERVACAO,0.6027,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000504,2025-07,2870.68,2432.44,84.73,46.9,9.06,50.45,18.73,3,9,0.0,3.31,70.0,EM_OBSERVACAO,0.6412,renda_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000505,2025-07,4129.73,2431.81,58.89,8.19,19.46,20.99,50.25,2,4,0.0,9.8,100.0,SAUDAVEL,0.8927,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000506,2025-07,3041.65,2162.09,71.08,4.95,20.73,58.28,0.0,7,11,0.0,11.01,100.0,SAUDAVEL,0.9594,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000507,2025-07,3396.62,3510.42,103.35,39.39,2.14,59.27,33.22,3,7,0.0,0.82,21.0,EM_RISCO,0.9141,despesas_acima_da_renda|endividamento_moderado|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000508,2025-07,6966.12,4528.95,65.01,19.81,20.79,23.35,0.0,3,4,0.0,10.61,100.0,SAUDAVEL,0.9374,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000509,2025-07,2944.74,2115.95,71.86,9.13,20.85,63.66,6.94,5,9,0.0,10.73,100.0,SAUDAVEL,0.98,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000510,2025-07,2408.93,1910.62,79.31,40.5,5.03,72.89,4.9,5,7,0.0,3.6,62.0,EM_OBSERVACAO,0.7321,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000511,2025-07,3470.78,2012.98,58.0,0.0,17.36,64.17,35.83,3,4,0.0,13.23,100.0,SAUDAVEL,0.9549,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000512,2025-07,7880.68,4998.38,63.43,0.9,21.03,50.9,49.1,2,5,0.0,9.25,100.0,SAUDAVEL,0.9564,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000513,2025-07,8503.1,8281.14,97.39,56.97,0.57,34.28,65.72,4,5,0.0,0.59,18.0,EM_RISCO,0.9222,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000514,2025-07,4346.64,3243.92,74.63,29.26,8.55,50.79,49.21,3,8,0.0,2.44,63.0,EM_OBSERVACAO,0.7833,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000515,2025-07,4996.06,3323.78,66.53,16.84,12.37,30.7,23.64,2,4,0.0,7.52,100.0,SAUDAVEL,0.9424,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000516,2025-07,5032.05,3789.21,75.3,31.14,5.53,15.01,0.0,1,4,0.0,1.9,65.0,EM_OBSERVACAO,0.7456,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000517,2025-07,7339.86,5121.96,69.78,7.34,16.36,48.43,36.5,6,13,0.0,14.18,100.0,SAUDAVEL,0.9083,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000518,2025-07,9401.61,6656.82,70.81,22.26,11.33,76.74,3.15,3,6,0.0,11.54,86.0,SAUDAVEL,0.7238,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000519,2025-07,6750.52,8120.71,120.3,71.05,0.21,60.14,19.86,7,9,0.0,0.52,5.0,EM_RISCO,0.9206,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000520,2025-07,9637.78,6921.68,71.82,12.46,18.58,67.26,32.74,2,6,0.0,10.22,95.0,SAUDAVEL,0.8844,renda_comprometida|gastos_nao_essenciais_em_atencao,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000521,2025-07,2339.99,2446.01,104.53,21.28,10.05,70.55,22.59,1,6,0.0,1.76,48.0,EM_RISCO,0.6118,despesas_acima_da_renda|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000522,2025-07,10900.33,7709.29,70.73,5.59,16.39,28.05,19.61,2,9,0.0,8.94,100.0,SAUDAVEL,0.9695,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000523,2025-07,6190.31,3749.3,60.57,15.53,21.58,34.27,59.19,3,9,0.0,11.94,100.0,SAUDAVEL,0.9047,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000524,2025-07,5818.74,5353.12,92.0,21.94,9.77,62.92,12.49,2,7,0.0,3.14,69.0,EM_OBSERVACAO,0.6179,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000525,2025-07,3744.72,2365.88,63.18,8.45,12.21,49.29,14.81,3,5,0.0,8.58,100.0,SAUDAVEL,0.9219,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000526,2025-07,5108.43,5502.53,107.71,55.55,0.27,42.91,19.21,3,10,0.0,0.79,15.0,EM_RISCO,0.9194,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000527,2025-07,7240.36,5201.34,71.84,24.95,21.47,45.73,39.72,3,11,0.0,5.08,76.0,SAUDAVEL,0.6192,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000528,2025-07,1429.76,1673.87,117.07,76.5,2.23,68.09,6.89,5,10,0.0,0.2,5.0,EM_RISCO,0.9263,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000529,2025-07,6636.65,5496.55,82.82,23.59,3.86,70.38,29.62,3,7,0.0,3.79,68.0,EM_OBSERVACAO,0.7056,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000530,2025-07,4188.1,3655.05,87.27,28.45,6.72,73.15,5.73,5,6,0.0,3.09,61.0,EM_OBSERVACAO,0.7712,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000531,2025-07,7809.69,5315.56,68.06,20.65,12.92,23.58,43.26,3,8,0.0,16.56,86.0,SAUDAVEL,0.6948,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000532,2025-07,5263.52,3848.22,73.11,13.32,13.66,57.96,8.0,3,8,0.0,6.53,95.0,SAUDAVEL,0.893,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000533,2025-07,6338.97,5384.62,84.94,26.69,3.42,79.94,0.0,2,5,0.0,2.46,65.0,EM_OBSERVACAO,0.7117,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000534,2025-07,2233.79,1501.51,67.22,22.24,16.76,14.79,25.95,4,11,0.0,8.71,96.0,SAUDAVEL,0.8309,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000535,2025-07,8016.1,7366.75,91.9,32.59,7.47,71.75,7.83,6,10,0.0,4.79,61.0,EM_OBSERVACAO,0.7255,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000536,2025-07,5376.82,4364.03,81.16,28.89,6.43,67.77,7.51,4,6,0.0,5.7,73.0,EM_OBSERVACAO,0.633,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000537,2025-07,8469.24,8060.63,95.18,35.7,5.07,47.69,1.41,3,9,0.0,3.05,61.0,EM_OBSERVACAO,0.7096,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000538,2025-07,5213.58,4423.56,84.85,40.72,7.31,44.35,0.0,2,5,0.0,3.28,62.0,EM_OBSERVACAO,0.7399,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000539,2025-07,7652.53,7461.81,97.51,49.1,0.59,76.54,0.0,2,5,0.0,0.72,28.0,EM_RISCO,0.9172,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000540,2025-07,6269.8,7072.47,112.8,81.67,1.31,8.84,38.89,5,11,0.0,0.96,0.0,EM_RISCO,0.9191,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000541,2025-07,13965.97,13921.2,99.68,34.29,8.1,26.59,15.72,4,6,0.0,2.89,61.0,EM_OBSERVACAO,0.6861,renda_muito_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000542,2025-07,5850.04,5803.81,99.21,45.25,4.67,42.48,37.39,2,5,0.0,0.69,25.0,EM_RISCO,0.9345,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000543,2025-07,1469.04,1201.73,81.8,19.98,4.69,49.68,20.37,4,9,0.0,5.18,82.0,SAUDAVEL,0.6763,renda_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000544,2025-07,5223.37,3829.54,73.32,55.27,7.78,45.7,9.51,4,9,0.0,4.07,62.0,EM_OBSERVACAO,0.7521,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000545,2025-07,4792.77,3625.02,75.64,6.0,16.17,10.44,89.56,2,4,0.0,6.84,90.0,SAUDAVEL,0.8156,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000546,2025-07,10005.88,9593.76,95.88,62.06,0.76,55.65,13.85,4,8,0.0,1.46,25.0,EM_RISCO,0.922,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000547,2025-07,3099.18,1988.88,64.17,3.43,20.2,69.94,30.06,2,4,0.0,7.78,100.0,SAUDAVEL,0.9598,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000548,2025-07,3050.38,2970.24,97.37,74.32,1.86,20.86,24.57,4,10,0.0,0.82,18.0,EM_RISCO,0.9415,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000549,2025-07,3898.24,2690.48,69.02,14.96,19.1,65.09,7.83,2,7,0.0,8.56,100.0,SAUDAVEL,0.9217,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000550,2025-07,2898.29,2860.38,98.69,49.0,1.17,36.99,25.86,3,6,0.0,0.38,23.0,EM_RISCO,0.8935,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000551,2025-07,7161.77,6894.07,96.26,29.77,3.33,56.84,25.91,4,7,0.0,2.24,48.0,EM_RISCO,0.6511,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000552,2025-07,9959.62,9552.44,95.91,83.62,1.44,62.06,37.94,2,4,0.0,0.85,8.0,EM_RISCO,0.9502,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000553,2025-07,8644.74,6586.4,76.19,27.33,10.36,16.75,83.25,2,4,0.0,4.57,71.0,EM_OBSERVACAO,0.6082,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000554,2025-07,12521.4,6864.81,54.82,26.04,14.21,33.43,40.88,7,12,0.0,14.89,86.0,SAUDAVEL,0.7207,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000555,2025-07,5088.77,6161.88,121.09,50.56,2.62,97.28,2.72,4,4,0.0,0.05,15.0,EM_RISCO,0.9565,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000556,2025-07,3656.56,2844.02,77.78,26.35,5.02,45.56,20.22,4,6,0.0,3.92,73.0,EM_OBSERVACAO,0.6103,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000557,2025-07,15533.34,13468.05,86.7,35.86,5.75,56.61,23.3,3,8,0.0,1.8,53.0,EM_OBSERVACAO,0.5955,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000558,2025-07,1702.24,1571.45,92.32,46.3,2.39,55.06,44.94,4,9,0.0,0.45,18.0,EM_RISCO,0.9175,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000559,2025-07,4589.93,4419.84,96.29,34.62,9.85,33.67,21.39,4,9,0.0,1.99,61.0,EM_OBSERVACAO,0.693,renda_muito_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000560,2025-07,6707.62,4904.57,73.12,36.62,8.41,24.62,75.38,1,6,0.0,9.68,76.0,SAUDAVEL,0.5797,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000561,2025-07,4898.35,3664.63,74.81,35.94,7.12,15.83,35.99,4,7,0.0,0.76,48.0,EM_RISCO,0.6303,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000562,2025-07,4019.81,2311.83,57.51,0.0,15.82,59.7,15.51,9,14,0.0,16.35,100.0,SAUDAVEL,0.9326,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000563,2025-07,3010.54,2916.08,96.86,39.88,10.32,84.33,9.77,2,5,0.0,3.67,69.0,EM_OBSERVACAO,0.6912,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000564,2025-07,14187.04,9841.06,69.37,20.58,9.34,45.52,26.85,6,12,0.0,3.16,86.0,SAUDAVEL,0.7566,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000565,2025-07,5804.93,3782.55,65.16,1.86,16.05,43.51,17.99,2,7,0.0,15.01,100.0,SAUDAVEL,0.9198,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000566,2025-07,8614.11,6796.77,78.9,17.96,14.82,42.09,14.29,2,6,0.0,8.65,95.0,SAUDAVEL,0.8486,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000567,2025-07,3801.15,3855.91,101.44,68.52,1.11,77.93,22.07,3,4,0.0,0.33,5.0,EM_RISCO,0.9367,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000568,2025-07,3485.64,2496.96,71.64,35.26,3.48,68.41,4.47,3,6,0.0,3.38,73.0,EM_OBSERVACAO,0.5673,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000569,2025-07,6942.2,3512.26,50.59,15.79,12.13,34.07,51.14,2,6,0.0,13.45,95.0,SAUDAVEL,0.8523,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
